TOOL,SAMPLE,ID/OOD,loss
DLF,dlf_21_e963_p861.npy,id,81.79802
DLF,dlf_92_e963_p669.npy,id,77.613434
DLF,dlf_110_e963_p859.npy,id,162.12308
DLF,dlf_100_e963_p415.npy,id,157.44504
DLF,dlf_42_e963_p861.npy,id,107.941055
DLF,dlf_115_e963_p861.npy,id,56.414413
DLF,dlf_29_e963_p922.npy,id,238.44046
DLF,dlf_93_e963_p964.npy,id,101.84639
DLF,dlf_97_e963_p922.npy,id,240.51599
DLF,dlf_116_e963_p467.npy,id,51.065773
DLF,dlf_103_e963_p415.npy,id,157.72409
DLF,dlf_11_e963_p868.npy,id,376.37512
DLF,dlf_35_e963_p854.npy,id,99.95245
DLF,dlf_78_e963_p861.npy,id,125.62146
DLF,dlf_15_e963_p923.npy,id,154.95905
DLF,dlf_1_e963_p891.npy,id,166.10565
DLF,dlf_89_e963_p927.npy,id,223.15552
DLF,dlf_85_e963_p809.npy,id,172.57037
DLF,dlf_0_e963_p669.npy,id,83.41878
DLF,dlf_64_e963_p415.npy,id,93.82288
DLF,dlf_81_e963_p669.npy,id,68.44967
DLF,dlf_72_e963_p964.npy,id,106.49821
DLF,dlf_25_e963_p669.npy,id,73.196045
DLF,dlf_84_e963_p964.npy,id,97.99257
DLF,dlf_31_e963_p112.npy,id,136.79462
DLF,dlf_102_e963_p415.npy,id,149.82664
DLF,dlf_105_e963_p922.npy,id,250.1997
DLF,dlf_118_e963_p509.npy,id,238.70987
DLF,dlf_28_e963_p868.npy,id,106.29174
DLF,dlf_61_e963_p964.npy,id,159.87033
DLF,dlf_86_e963_p861.npy,id,130.30334
DLF,dlf_54_e963_p964.npy,id,154.86575
DLF,dlf_53_e963_p933.npy,id,159.43813
DLF,dlf_3_e963_p854.npy,id,103.1599
DLF,dlf_111_e963_p861.npy,id,56.495712
DLF,dlf_70_e963_p112.npy,id,177.75528
DLF,dlf_80_e963_p709.npy,id,225.44507
DLF,dlf_2_e963_p452.npy,id,123.84882
DLF,dlf_30_e963_p868.npy,id,300.07294
DX,dx_36_occl_e963_p934.npy,id,130.69
DX,dx_57_occl_e963_p809.npy,id,318.75482
DX,dx_48_occl_e963_p517.npy,id,117.0726
DX,dx_79_blackout_e963_p599.npy,id,91.29816
DX,dx_75_blackout_e963_p964.npy,id,95.88414
DX,dx_1_occl_e963_p940.npy,id,127.84773
DX,dx_59_occl_e963_p964.npy,id,143.23291
DX,dx_90_blackout_e963_p793.npy,id,92.62511
DX,dx_45_blackout_e963_p891.npy,id,148.77048
DX,dx_109_light_e963_p927.npy,id,63.117676
DX,dx_8_occl_e963_p941.npy,id,132.47351
DX,dx_99_light_e963_p861.npy,id,53.903526
DX,dx_22_light_e963_p962.npy,id,132.48495
DX,dx_35_occl_e963_p964.npy,id,143.63731
DX,dx_105_light_e963_p509.npy,id,209.22366
DX,dx_39_blackout_e963_p5.npy,id,103.80821
DX,dx_20_light_e963_p964.npy,id,4.3002615
DX,dx_42_blackout_e963_p509.npy,id,233.65334
DX,dx_37_occl_e963_p499.npy,id,94.05522
DX,dx_7_occl_e963_p964.npy,id,52.722847
DX,dx_116_occl_e963_p965.npy,id,192.67172
DX,dx_33_occl_e963_p931.npy,id,92.01584
DX,dx_81_blackout_e963_p415.npy,id,94.30667
DX,dx_110_light_e963_p567.npy,id,105.788086
DX,dx_56_occl_e963_p964.npy,id,51.088116
DX,dx_54_occl_e963_p964.npy,id,170.9467
DX,dx_49_occl_e963_p509.npy,id,235.59485
DX,dx_10_occl_e963_p567.npy,id,117.240105
DX,dx_71_blackout_e963_p611.npy,id,157.16302
DX,dx_119_occl_e963_p499.npy,id,86.78885
DX,dx_112_occl_e963_p964.npy,id,85.645294
DX,dx_104_light_e963_p926.npy,id,4.971916
DX,dx_34_occl_e963_p941.npy,id,133.15842
DX,dx_12_blackout_e963_p509.npy,id,234.64928
DX,dx_13_blackout_e963_p964.npy,id,89.82914
DX,dx_89_blackout_e963_p930.npy,id,95.37867
DX,dx_86_blackout_e963_p599.npy,id,71.108765
DX,dx_64_blackout_e963_p599.npy,id,134.18977
DX,dx_16_light_e963_p509.npy,id,210.81984
DX,dx_96_light_e963_p109.npy,id,97.388954
DX,dx_94_blackout_e963_p112.npy,id,55.215134
DX,dx_72_blackout_e963_p415.npy,id,152.7208
DX,dx_52_occl_e963_p928.npy,id,61.812202
DX,dx_114_occl_e963_p962.npy,id,83.41662
DX,dx_77_blackout_e963_p868.npy,id,107.46921
DX,dx_53_occl_e963_p962.npy,id,89.690315
DX,dx_23_light_e963_p567.npy,id,108.08018
DX,dx_115_occl_e963_p964.npy,id,165.3887
DX,dx_25_occl_e963_p766.npy,id,117.363525
DX,dx_19_light_e963_p964.npy,id,105.94863
DX,dx_9_occl_e963_p499.npy,id,87.425735
DX,dx_118_occl_e963_p941.npy,id,131.95378
DX,dx_98_light_e963_p961.npy,id,2.9117706
DX,dx_4_occl_e963_p962.npy,id,84.14134
DX,dx_31_occl_e963_p965.npy,id,193.49063
DX,dx_30_occl_e963_p964.npy,id,164.75009
DX,dx_95_light_e963_p961.npy,id,2.4674888
DX,dx_88_blackout_e963_p868.npy,id,88.11049
DX,dx_44_blackout_e963_p861.npy,id,55.348907
DX,dx_80_blackout_e963_p964.npy,id,171.04623
DX,dx_103_blackout_e963_p509.npy,id,233.79807
DX,dx_27_occl_e963_p964.npy,id,88.81471
DX,dx_106_light_e963_p891.npy,id,30.174229
DX,dx_66_blackout_e963_p931.npy,id,144.04607
DX,dx_43_blackout_e963_p964.npy,id,131.36185
DX,dx_0_occl_e963_p766.npy,id,112.14126
DX,dx_74_blackout_e963_p964.npy,id,130.86688
DX,dx_24_light_e963_p980.npy,id,100.64876
DX,dx_55_occl_e963_p965.npy,id,191.50217
DX,dx_3_occl_e963_p928.npy,id,59.15949
DX,dx_73_blackout_e963_p861.npy,id,58.152946
DX,dx_91_blackout_e963_p861.npy,id,174.74554
DX,dx_28_occl_e963_p928.npy,id,60.501694
DX,dx_58_occl_e963_p941.npy,id,132.5033
DX,dx_113_occl_e963_p931.npy,id,85.730316
DX,dx_67_blackout_e963_p509.npy,id,241.58385
DX,dx_101_occl_e963_p567.npy,id,115.32593
DX,dx_78_blackout_e963_p415.npy,id,262.48706
DX,dx_61_occl_e963_p499.npy,id,86.28131
DX,dx_65_blackout_e963_p766.npy,id,116.74856
DX,dx_69_blackout_e963_p927.npy,id,212.57236
DX,dx_62_occl_e963_p567.npy,id,118.58997
DX,dx_51_occl_e963_p931.npy,id,90.8898
DX,dx_70_blackout_e963_p964.npy,id,111.811295
DX,dx_76_blackout_e963_p964.npy,id,148.59332
DX,dx_84_blackout_e963_p964.npy,id,136.65134
DX,dx_63_blackout_e963_p924.npy,id,197.08945
DX,dx_47_blackout_e963_p452.npy,id,94.00367
DX,dx_92_blackout_e963_p934.npy,id,165.00903
DX,dx_2_occl_e963_p931.npy,id,86.14523
DX,dx_17_light_e963_p891.npy,id,29.637526
DX,dx_111_occl_e963_p940.npy,id,127.27301
DX,dx_11_occl_e963_p119.npy,id,137.51776
DX,dx_60_occl_e963_p934.npy,id,130.77579
DX,dx_93_blackout_e963_p116.npy,id,197.81642
DX,dx_108_light_e963_p964.npy,id,4.1935463
DX,dx_40_blackout_e963_p762.npy,id,260.94055
DX,dx_100_occl_e963_p766.npy,id,113.51659
DX,dx_85_blackout_e963_p116.npy,id,201.12154
DX,dx_102_blackout_e963_p868.npy,id,57.211815
DX,dx_117_occl_e963_p964.npy,id,51.45453
DX,dx_68_blackout_e963_p411.npy,id,52.49437
DX,dx_18_light_e963_p861.npy,id,58.9278
DX,dx_107_light_e963_p861.npy,id,58.937344
DX,dx_5_occl_e963_p964.npy,id,166.34299
DX,dx_41_blackout_e963_p964.npy,id,145.16064
DX,dx_83_blackout_e963_p964.npy,id,183.17154
DX,dx_87_blackout_e963_p964.npy,id,151.21146
DX,dx_97_light_e963_p509.npy,id,204.3723
DX,dx_50_occl_e963_p964.npy,id,88.81098
DX,dx_6_occl_e963_p965.npy,id,190.66754
DX,dx_21_light_e963_p927.npy,id,61.415825
DX,dx_38_occl_e963_p567.npy,id,118.69456
DX,dx_82_blackout_e963_p964.npy,id,110.42161
DX,dx_32_occl_e963_p964.npy,id,50.822178
DX,dx_46_blackout_e963_p599.npy,id,129.48721
DX,dx_15_light_e963_p109.npy,id,110.86562
DX,dx_29_occl_e963_p962.npy,id,88.494995
DX,dx_14_blackout_e963_p964.npy,id,51.805122
DX,dx_26_occl_e963_p509.npy,id,236.37881
OX,ox_1_e963_p959.npy,id,190.31819
OX,ox_86_e963_p941.npy,id,127.03824
OX,ox_81_e963_p965.npy,id,110.14197
OX,ox_29_e963_p930.npy,id,150.62901
OX,ox_109_e963_p959.npy,id,151.0263
OX,ox_93_e963_p930.npy,id,160.86963
OX,ox_80_e963_p959.npy,id,136.32489
OX,ox_16_e963_p932.npy,id,124.734
OX,ox_39_e963_p415.npy,id,125.69951
OX,ox_107_e963_p930.npy,id,105.963425
OX,ox_77_e963_p959.npy,id,206.02454
OX,ox_47_e963_p940.npy,id,137.11511
OX,ox_82_e963_p923.npy,id,116.13982
OX,ox_89_e963_p567.npy,id,138.7422
OX,ox_83_e963_p964.npy,id,58.6347
OX,ox_74_e963_p932.npy,id,127.55243
OX,ox_62_e963_p930.npy,id,103.65135
OX,ox_69_e963_p567.npy,id,119.313194
OX,ox_87_e963_p931.npy,id,158.22568
OX,ox_9_e963_p941.npy,id,64.83852
OX,ox_101_e963_p931.npy,id,245.74911
OX,ox_2_e963_p930.npy,id,154.04181
OX,ox_91_e963_p962.npy,id,151.23361
OX,ox_104_e963_p567.npy,id,186.55147
OX,ox_33_e963_p941.npy,id,196.46576
OX,ox_63_e963_p941.npy,id,129.43585
OX,ox_25_e963_p813.npy,id,128.95064
OX,ox_31_e963_p965.npy,id,148.18762
OX,ox_13_e963_p809.npy,id,86.888855
OX,ox_100_e963_p940.npy,id,126.53763
OX,ox_4_e963_p964.npy,id,139.10999
OX,ox_24_e963_p567.npy,id,231.98373
OX,ox_22_e963_p941.npy,id,192.926
OX,ox_15_e963_p962.npy,id,140.46689
OX,ox_17_e963_p923.npy,id,149.4838
OX,ox_64_e963_p939.npy,id,181.08945
OX,ox_37_e963_p930.npy,id,178.90862
OX,ox_5_e963_p932.npy,id,144.58105
OX,ox_6_e963_p567.npy,id,134.06958
OX,ox_53_e963_p942.npy,id,137.23245
OX,ox_65_e963_p932.npy,id,125.98615
OX,ox_34_e963_p930.npy,id,126.25424
OX,ox_49_e963_p959.npy,id,185.09239
OX,ox_94_e963_p934.npy,id,99.45588
OX,ox_50_e963_p809.npy,id,193.60828
OX,ox_92_e963_p941.npy,id,243.68771
OX,ox_117_e963_p932.npy,id,97.89151
OX,ox_43_e963_p930.npy,id,215.26611
OX,ox_55_e963_p941.npy,id,141.70312
OX,ox_111_e963_p965.npy,id,129.08528
OX,ox_57_e963_p965.npy,id,107.257484
OX,ox_38_e963_p931.npy,id,141.1336
OX,ox_59_e963_p567.npy,id,166.16309
OX,ox_3_e963_p927.npy,id,204.21312
OX,ox_88_e963_p941.npy,id,97.022446
OX,ox_27_e963_p923.npy,id,115.019135
OX,ox_90_e963_p959.npy,id,108.68981
OX,ox_66_e963_p119.npy,id,222.12715
OX,ox_110_e963_p964.npy,id,173.50163
OX,ox_76_e963_p923.npy,id,201.28453
OX,ox_7_e963_p960.npy,id,129.06519
OX,ox_36_e963_p965.npy,id,254.10753
OX,ox_11_e963_p809.npy,id,311.1552
OX,ox_61_e963_p965.npy,id,85.10603
OX,ox_67_e963_p941.npy,id,187.21408
OX,ox_103_e963_p959.npy,id,203.66368
OX,ox_85_e963_p987.npy,id,192.36832
OX,ox_19_e963_p942.npy,id,140.02905
OX,ox_96_e963_p567.npy,id,114.1191
OX,ox_116_e963_p959.npy,id,225.78519
OX,ox_105_e963_p930.npy,id,175.2412
OX,ox_54_e963_p930.npy,id,177.12927
OX,ox_10_e963_p930.npy,id,169.20941
OX,ox_99_e963_p809.npy,id,122.153564
OX,ox_73_e963_p741.npy,id,139.81146
OX,ox_18_e963_p567.npy,id,118.86774
OX,ox_108_e963_p930.npy,id,165.70483
OX,ox_106_e963_p923.npy,id,203.04123
OX,ox_32_e963_p930.npy,id,137.81459
OX,ox_35_e963_p939.npy,id,169.81961
OX,ox_72_e963_p962.npy,id,208.58815
OX,ox_20_e963_p567.npy,id,164.42322
OX,ox_44_e963_p930.npy,id,192.54166
OX,ox_119_e963_p959.npy,id,161.89154
OX,ox_14_e963_p962.npy,id,164.45848
OX,ox_97_e963_p965.npy,id,132.54886
OX,ox_98_e963_p965.npy,id,132.05038
OX,ox_60_e963_p941.npy,id,152.40025
OX,ox_95_e963_p930.npy,id,160.66193
OX,ox_58_e963_p964.npy,id,108.53084
OX,ox_71_e963_p941.npy,id,243.65155
OX,ox_8_e963_p415.npy,id,134.58098
OX,ox_42_e963_p957.npy,id,144.24988
OX,ox_56_e963_p965.npy,id,128.54074
OX,ox_28_e963_p567.npy,id,216.15453
OX,ox_45_e963_p930.npy,id,61.740524
OX,ox_48_e963_p965.npy,id,131.33308
OX,ox_52_e963_p567.npy,id,227.74713
OX,ox_0_e963_p567.npy,id,196.96428
OX,ox_21_e963_p965.npy,id,124.57741
OX,ox_68_e963_p930.npy,id,184.39203
OX,ox_26_e963_p932.npy,id,106.88624
OX,ox_115_e963_p567.npy,id,164.04337
OX,ox_112_e963_p567.npy,id,157.39601
OX,ox_78_e963_p930.npy,id,113.95334
OX,ox_23_e963_p941.npy,id,56.732742
OX,ox_113_e963_p567.npy,id,141.96454
OX,ox_12_e963_p809.npy,id,92.287415
OX,ox_46_e963_p931.npy,id,178.29485
OX,ox_70_e963_p930.npy,id,225.17255
OX,ox_102_e963_p567.npy,id,94.9515
OX,ox_75_e963_p939.npy,id,116.583954
OX,ox_79_e963_p567.npy,id,65.48549
OX,ox_118_e963_p941.npy,id,118.14792
OX,ox_40_e963_p762.npy,id,223.79993
OX,ox_51_e963_p922.npy,id,146.83582
OX,ox_30_e963_p931.npy,id,130.04932
OX,ox_84_e963_p959.npy,id,119.91552
OX,ox_114_e963_p931.npy,id,95.45932
OX,ox_41_e963_p932.npy,id,125.71232
SV,sv_69_e963_p941.npy,id,154.95682
SV,sv_21_e963_p960.npy,id,148.92001
SV,sv_63_e963_p942.npy,id,168.51991
SV,sv_109_e963_p415.npy,id,140.63531
SV,sv_103_e963_p960.npy,id,155.53488
SV,sv_61_e963_p788.npy,id,177.84512
SV,sv_84_e963_p965.npy,id,50.892586
SV,sv_11_e963_p771.npy,id,16.341715
SV,sv_54_e963_p443.npy,id,74.00543
SV,sv_58_e963_p917.npy,id,108.27723
SV,sv_5_e963_p415.npy,id,146.74628
SV,sv_85_e963_p858.npy,id,129.79137
SV,sv_106_e963_p415.npy,id,59.10266
SV,sv_10_e963_p509.npy,id,148.1531
SV,sv_49_e963_p611.npy,id,159.28165
SV,sv_101_e963_p962.npy,id,72.14092
SV,sv_59_e963_p562.npy,id,99.01344
SV,sv_55_e963_p959.npy,id,55.938507
SV,sv_70_e963_p891.npy,id,93.058014
SV,sv_80_e963_p861.npy,id,139.25879
SV,sv_79_e963_p934.npy,id,58.92854
SV,sv_33_e963_p959.npy,id,74.30817
SV,sv_72_e963_p692.npy,id,135.1989
SV,sv_119_e963_p930.npy,id,106.37298
SV,sv_100_e963_p415.npy,id,113.43079
SV,sv_47_e963_p934.npy,id,119.80647
SV,sv_18_e963_p964.npy,id,22.888084
SV,sv_56_e963_p941.npy,id,117.93132
SV,sv_97_e963_p923.npy,id,73.82518
SV,sv_82_e963_p965.npy,id,41.426178
SV,sv_34_e963_p942.npy,id,56.601944
SV,sv_13_e963_p924.npy,id,129.23438
SV,sv_52_e963_p934.npy,id,94.55786
SV,sv_64_e963_p964.npy,id,47.750107
SV,sv_88_e963_p496.npy,id,125.779495
SV,sv_31_e963_p443.npy,id,164.62718
SV,sv_87_e963_p857.npy,id,210.99402
SV,sv_14_e963_p611.npy,id,156.89032
SV,sv_19_e963_p300.npy,id,167.43875
SV,sv_32_e963_p923.npy,id,143.54115
SV,sv_74_e963_p884.npy,id,223.63156
SV,sv_89_e963_p945.npy,id,181.05328
SV,sv_36_e963_p415.npy,id,190.49359
SV,sv_7_e963_p809.npy,id,141.00673
SV,sv_96_e963_p868.npy,id,93.51467
SV,sv_104_e963_p643.npy,id,175.86676
SV,sv_91_e963_p709.npy,id,100.81829
SV,sv_76_e963_p909.npy,id,156.35497
SV,sv_4_e963_p962.npy,id,91.7536
SV,sv_118_e963_p509.npy,id,83.00503
SV,sv_60_e963_p962.npy,id,199.43045
SV,sv_17_e963_p960.npy,id,142.9365
SV,sv_102_e963_p964.npy,id,29.19239
SV,sv_16_e963_p923.npy,id,84.987526
SV,sv_46_e963_p934.npy,id,210.67152
SV,sv_73_e963_p962.npy,id,88.451355
SV,sv_24_e963_p917.npy,id,321.5951
SV,sv_25_e963_p492.npy,id,89.5854
SV,sv_26_e963_p927.npy,id,123.456055
SV,sv_81_e963_p938.npy,id,87.77269
SV,sv_6_e963_p496.npy,id,82.75989
SV,sv_37_e963_p868.npy,id,112.23429
SV,sv_67_e963_p996.npy,id,172.45822
SV,sv_83_e963_p619.npy,id,125.19379
SV,sv_62_e963_p788.npy,id,198.74344
SV,sv_51_e963_p455.npy,id,124.971565
SV,sv_116_e963_p927.npy,id,49.27225
SV,sv_53_e963_p960.npy,id,101.07126
SV,sv_65_e963_p415.npy,id,106.82271
SV,sv_12_e963_p960.npy,id,209.53458
SV,sv_117_e963_p927.npy,id,79.72764
SV,sv_41_e963_p928.npy,id,236.08409
SV,sv_38_e963_p192.npy,id,76.577255
SV,sv_43_e963_p957.npy,id,185.90576
SV,sv_68_e963_p415.npy,id,140.62701
SV,sv_115_e963_p549.npy,id,106.94743
SV,sv_0_e963_p599.npy,id,128.18716
SV,sv_93_e963_p927.npy,id,105.89649
SV,sv_108_e963_p539.npy,id,102.75931
SV,sv_111_e963_p415.npy,id,87.8264
SV,sv_2_e963_p837.npy,id,182.52452
SV,sv_23_e963_p928.npy,id,164.96466
SV,sv_86_e963_p930.npy,id,61.876087
SV,sv_66_e963_p415.npy,id,164.19104
SV,sv_48_e963_p415.npy,id,63.225964
SV,sv_71_e963_p935.npy,id,72.43043
SV,sv_99_e963_p923.npy,id,107.448105
SV,sv_114_e963_p927.npy,id,81.644485
SV,sv_92_e963_p415.npy,id,44.859398
SV,sv_110_e963_p809.npy,id,119.13853
SV,sv_50_e963_p941.npy,id,145.43327
SV,sv_77_e963_p891.npy,id,66.46431
SV,sv_45_e963_p117.npy,id,54.490242
SV,sv_75_e963_p962.npy,id,89.82582
SV,sv_90_e963_p868.npy,id,128.36026
SV,sv_107_e963_p835.npy,id,158.23746
SV,sv_3_e963_p415.npy,id,114.251205
SV,sv_30_e963_p932.npy,id,53.087166
SV,sv_44_e963_p964.npy,id,41.852478
SV,sv_94_e963_p886.npy,id,182.52
SV,sv_95_e963_p965.npy,id,117.28203
SV,sv_42_e963_p423.npy,id,90.43552
SV,sv_105_e963_p499.npy,id,132.7524
SV,sv_29_e963_p738.npy,id,128.33713
SV,sv_113_e963_p960.npy,id,160.15471
SV,sv_15_e963_p651.npy,id,79.066605
SV,sv_78_e963_p443.npy,id,120.19575
SV,sv_22_e963_p931.npy,id,143.15863
SV,sv_9_e963_p492.npy,id,91.93114
SV,sv_1_e963_p549.npy,id,50.938198
SV,sv_112_e963_p611.npy,id,192.80896
SV,sv_8_e963_p461.npy,id,99.480774
SV,sv_35_e963_p992.npy,id,184.42307
SV,sv_98_e963_p611.npy,id,278.76587
SV,sv_27_e963_p931.npy,id,113.33855
SV,sv_20_e963_p883.npy,id,87.9103
SV,sv_57_e963_p904.npy,id,97.44445
SV,sv_40_e963_p987.npy,id,138.26268
SV,sv_28_e963_p962.npy,id,68.679276
SV,sv_39_e963_p964.npy,id,42.759205
