Q,ID,TOOL,expected,predicted,ID/OOD DAIV,loss daiv,loss selforacle,ass 1,ass 2,ID/OOD Human,misclass human 1,misclass human 2,misclass humans,ID/OOD Selforacle 9999,tool_y,ID/OOD DeepSVDD,svdd scores,ID/OOD LLM,ID/OOD LLM2,ID_cleaned,ID/OOD Selforacle 99
4,dj_25_e5_p9,dj,5,9,ood,2122.71313476563,10.686295,Digit 9,Digit 9,id,0,0,no,ood,svhn_dj,id,-0.0113542508333921,ood,ood,dj_25,ood
5,dj_26_e5_p9,dj,5,9,ood,710.281921386719,11.801364,Digit 9,Digit 5,id,0,1,,ood,svhn_dj,id,-0.0146667845547199,ood,ood,dj_26,ood
5,dj_27_e5_p9,dj,5,9,ood,1439.58996582031,12.628235,Digit 5,Not a Street View House Number,?,1,0,,ood,svhn_dj,id,-0.0180974975228309,ood,id,dj_27,ood
6,dj_28_e5_p6,dj,5,6,ood,1874.45947265625,13.3714695,Digit 6,Digit 6,id,0,0,no,ood,svhn_dj,id,-0.01368984952569,ood,id,dj_28,ood
6,dj_29_e5_p3,dj,5,3,ood,604.898254394531,15.4458475,Digit 0,Not a Street View House Number,?,0,0,no,ood,svhn_dj,id,-0.0145820826292037,ood,id,dj_29,ood
1,dj_3_e5_p1,dj,5,1,ood,1734.44677734375,19.98876,Not a Street View House Number,Not a Street View House Number,ood,0,0,no,ood,svhn_dj,id,-0.006745807826519,ood,id,dj_3,ood
7,dj_30_e5_p6,dj,5,6,ood,2171.44384765625,15.131596,Not a Street View House Number,Digit 5,?,0,1,,ood,svhn_dj,id,-0.0149362068623304,id,id,dj_30,ood
7,dj_31_e5_p3,dj,5,3,ood,1377.46948242188,22.715984,Not a Street View House Number,Digit 6,?,0,0,no,ood,svhn_dj,id,-0.0096335057169198,id,id,dj_31,ood
8,dj_32_e5_p9,dj,5,9,ood,1308.38134765625,12.714776,Not a Street View House Number,Not a Street View House Number,ood,0,0,no,ood,svhn_dj,id,-0.0179390739649534,ood,id,dj_32,ood
8,dj_33_e5_p6,dj,5,6,ood,989.941223144531,34.195763,Not a Street View House Number,Not a Street View House Number,ood,0,0,no,ood,svhn_dj,id,-0.0165752470493316,ood,id,dj_33,ood
9,dj_34_e5_p7,dj,5,7,ood,1436.15808105469,16.22127,Not a Street View House Number,Digit 5,?,0,1,,ood,svhn_dj,id,-0.0179946012794971,ood,ood,dj_34,ood
9,dj_35_e5_p2,dj,5,2,ood,2954.31811523438,9.546201,Not a Street View House Number,Not a Street View House Number,ood,0,0,no,ood,svhn_dj,id,-0.0157711002975702,ood,id,dj_35,ood
10,dj_36_e5_p6,dj,5,6,ood,1718.36120605469,15.645181,Digit 9,Digit 6,id,0,0,no,ood,svhn_dj,id,-0.0136906560510396,ood,ood,dj_36,ood
10,dj_37_e5_p6,dj,5,6,ood,2387.63110351563,12.965978,Not a Street View House Number,Digit 8,?,0,0,no,ood,svhn_dj,id,-0.0186418052762746,id,ood,dj_37,ood
11,dj_38_e5_p6,dj,5,6,ood,1869.939453125,17.84708,Digit 5,Digit 6,id,1,0,,ood,svhn_dj,id,-0.0128031279891729,ood,ood,dj_38,ood
11,dj_39_e5_p2,dj,5,2,ood,2493.2529296875,12.546067,Not a Street View House Number,Not a Street View House Number,ood,0,0,no,ood,svhn_dj,id,-0.0134483706206083,ood,id,dj_39,ood
12,dj_4_e5_p6,dj,5,6,ood,758.280700683594,33.985996,Digit 8,Digit 6,id,0,0,no,ood,svhn_dj,id,-0.0108060520142316,ood,id,dj_4,ood
13,dj_40_e5_p9,dj,5,9,ood,1438.86901855469,12.2730875,Not a Street View House Number,Not a Street View House Number,ood,0,0,no,ood,svhn_dj,id,-0.0203937422484159,ood,id,dj_40,ood
13,dj_41_e5_p6,dj,5,6,ood,1508.17932128906,27.436268,Not a Street View House Number,Not a Street View House Number,ood,0,0,no,ood,svhn_dj,id,-0.0057163331657648,ood,id,dj_41,ood
14,dj_42_e5_p9,dj,5,9,ood,1720.61706542969,11.324448,Digit 9,Digit 9,id,0,0,no,ood,svhn_dj,id,-0.0158019885420799,ood,id,dj_42,ood
14,dj_43_e5_p9,dj,5,9,ood,2285.80151367188,10.821577,Not a Street View House Number,Digit 9,?,0,0,no,ood,svhn_dj,id,-0.0157035738229751,ood,id,dj_43,ood
15,dj_44_e5_p8,dj,5,8,ood,3173.6982421875,6.488633,Not a Street View House Number,Not a Street View House Number,ood,0,0,no,ood,svhn_dj,id,-0.0180008634924888,ood,id,dj_44,ood
15,dj_45_e5_p3,dj,5,3,ood,1430.38598632813,19.382948,Digit 8,Digit 0,id,0,0,no,ood,svhn_dj,id,-0.0105521325021982,ood,ood,dj_45,ood
16,dj_46_e5_p9,dj,5,9,ood,829.087707519531,10.959501,Not a Street View House Number,Digit 5,?,0,1,,ood,svhn_dj,id,-0.01507059764117,id,id,dj_46,ood
16,dj_47_e5_p6,dj,5,6,ood,1095.85729980469,32.46933,Not a Street View House Number,Not a Street View House Number,ood,0,0,no,ood,svhn_dj,id,-0.0083883050829172,ood,id,dj_47,ood
17,dj_48_e5_p9,dj,5,9,ood,2264.06982421875,11.154993,Not a Street View House Number,Digit 5,?,0,1,,ood,svhn_dj,id,-0.0163306593894958,id,ood,dj_48,ood
17,dj_49_e5_p9,dj,5,9,ood,1902.05749511719,10.301771,Digit 9,Digit 9,id,0,0,no,ood,svhn_dj,id,-0.016383409500122,ood,id,dj_49,ood
12,dj_5_e5_p4,dj,5,4,ood,913.913452148438,11.747753,Digit 0,Digit 6,id,0,0,no,ood,svhn_dj,id,-0.0155379911884665,ood,id,dj_5,ood
18,dj_50_e5_p3,dj,5,3,ood,2087.10791015625,18.992058,Not a Street View House Number,Not a Street View House Number,ood,0,0,no,ood,svhn_dj,id,-0.010484542697668,ood,ood,dj_50,ood
18,dj_51_e5_p9,dj,5,9,ood,-354.128051757813,8.959367,Not a Street View House Number,Digit 5,?,0,1,,ood,svhn_dj,id,-0.0165566988289356,ood,id,dj_51,ood
19,dj_52_e5_p6,dj,5,6,ood,1830.69848632813,13.904605,Digit 8,Not a Street View House Number,?,0,0,no,ood,svhn_dj,id,-0.0140807051211595,ood,id,dj_52,ood
19,dj_53_e5_p8,dj,5,8,ood,2793.44018554688,6.360518,Not a Street View House Number,Not a Street View House Number,ood,0,0,no,ood,svhn_dj,id,-0.0178800132125616,ood,ood,dj_53,ood
20,dj_54_e5_p3,dj,5,3,ood,1196.7978515625,21.78215,Digit 6,Digit 1,id,0,0,no,ood,svhn_dj,id,-0.013057367876172,id,id,dj_54,ood
20,dj_55_e5_p1,dj,5,1,ood,1335.04870605469,19.997501,Digit 5,Digit 5,id,1,1,yes,ood,svhn_dj,id,-0.0053613446652889,id,id,dj_55,ood
21,dj_56_e5_p6,dj,5,6,ood,1728.05822753906,15.837964,Digit 6,Digit 6,id,0,0,no,ood,svhn_dj,id,-0.0139933247119188,ood,id,dj_56,ood
21,dj_57_e5_p2,dj,5,2,ood,1950.97058105469,16.26733,Not a Street View House Number,Not a Street View House Number,ood,0,0,no,ood,svhn_dj,id,-0.011251475661993,ood,ood,dj_57,ood
22,dj_58_e5_p2,dj,5,2,ood,1113.76257324219,25.441216,Digit 5,Digit 5,id,1,1,yes,ood,svhn_dj,id,0.0072615686804056,id,id,dj_58,ood
22,dj_59_e5_p9,dj,5,9,ood,648.839294433594,13.518712,Not a Street View House Number,Digit 9,?,0,0,no,ood,svhn_dj,id,-0.016733132302761,ood,ood,dj_59,ood
23,dj_6_e5_p6,dj,5,6,ood,1686.46228027344,14.092759,Digit 6,Digit 6,id,0,0,no,ood,svhn_dj,id,-0.014079438522458,ood,id,dj_6,ood
24,dj_60_e5_p6,dj,5,6,ood,1886.9384765625,13.005181,Digit 6,Digit 6,id,0,0,no,ood,svhn_dj,id,-0.0147728603333234,ood,id,dj_60,ood
24,dj_61_e5_p3,dj,5,3,ood,2272.35693359375,14.697989,Not a Street View House Number,Digit 0,?,0,0,no,ood,svhn_dj,id,-0.0130068957805633,ood,id,dj_61,ood
25,dj_62_e5_p6,dj,5,6,ood,1969.04162597656,12.889017,Digit 6,Digit 6,id,0,0,no,ood,svhn_dj,id,-0.0147570520639419,ood,ood,dj_62,ood
25,dj_63_e5_p6,dj,5,6,ood,1497.13854980469,13.923948,Digit 6,Digit 6,id,0,0,no,ood,svhn_dj,id,-0.0141303781419992,ood,id,dj_63,ood
26,dj_64_e5_p6,dj,5,6,ood,152.627105712891,13.699619,Not a Street View House Number,Not a Street View House Number,ood,0,0,no,ood,svhn_dj,id,-0.0181415304541587,ood,id,dj_64,ood
26,dj_65_e5_p6,dj,5,6,ood,1696.09106445313,15.95863,Not a Street View House Number,Digit 6,?,0,0,no,ood,svhn_dj,id,-0.0141076073050498,ood,id,dj_65,ood
27,dj_66_e5_p3,dj,5,3,ood,2189.07666015625,18.534618,Not a Street View House Number,Not a Street View House Number,ood,0,0,no,ood,svhn_dj,id,-0.0103969015181064,ood,ood,dj_66,ood
27,dj_67_e5_p6,dj,5,6,ood,1796.02673339844,14.498646,Digit 6,Digit 6,id,0,0,no,ood,svhn_dj,id,-0.014197276905179,ood,id,dj_67,ood
28,dj_68_e5_p1,dj,5,1,ood,1541.76440429688,16.494678,Digit 5,Digit 5,id,1,1,yes,ood,svhn_dj,id,-0.0149430762976408,id,id,dj_68,ood
28,dj_69_e5_p6,dj,5,6,ood,1940.73876953125,13.071413,Digit 6,Digit 5,id,0,1,,ood,svhn_dj,id,-0.0147015620023012,ood,id,dj_69,ood
23,dj_7_e5_p6,dj,5,6,ood,1897.00122070313,13.851828,Digit 6,Digit 6,id,0,0,no,ood,svhn_dj,id,-0.0139781814068555,id,id,dj_7,ood
29,dj_70_e5_p3,dj,5,3,ood,2953.77587890625,10.292943,Not a Street View House Number,Not a Street View House Number,ood,0,0,no,ood,svhn_dj,id,-0.0168691296130418,ood,ood,dj_70,ood
29,dj_71_e5_p6,dj,5,6,ood,2368.65283203125,10.26946,Digit 5,Digit 6,id,1,0,,ood,svhn_dj,id,-0.0169380269944667,ood,id,dj_71,ood
30,dj_72_e5_p8,dj,5,8,ood,3242.33520507813,11.911169,Not a Street View House Number,Not a Street View House Number,ood,0,0,no,ood,svhn_dj,id,-0.0148839801549911,ood,id,dj_72,ood
30,dj_73_e5_p3,dj,5,3,ood,2141.04931640625,14.483784,Not a Street View House Number,Not a Street View House Number,ood,0,0,no,ood,svhn_dj,id,-0.0128515362739562,ood,id,dj_73,ood
31,dj_74_e5_p6,dj,5,6,ood,1843.43823242188,14.621816,Digit 6,Digit 6,id,0,0,no,ood,svhn_dj,id,-0.0140497889369726,ood,id,dj_74,ood
31,dj_75_e5_p9,dj,5,9,ood,3499.99487304688,10.89245,Not a Street View House Number,Not a Street View House Number,ood,0,0,no,ood,svhn_dj,id,-0.0153070986270904,ood,id,dj_75,ood
32,dj_76_e5_p3,dj,5,3,ood,2199.95703125,14.566392,Not a Street View House Number,Not a Street View House Number,ood,0,0,no,ood,svhn_dj,id,-0.0131287220865488,ood,id,dj_76,ood
32,dj_77_e5_p6,dj,5,6,ood,1772.00744628906,13.402182,Digit 6,Digit 6,id,0,0,no,ood,svhn_dj,id,-0.0144151039421558,ood,ood,dj_77,ood
33,dj_78_e5_p7,dj,5,7,ood,1712.8994140625,24.201214,Digit 2,Not a Street View House Number,?,0,0,no,ood,svhn_dj,id,-0.0081217382103204,ood,id,dj_78,ood
33,dj_79_e5_p6,dj,5,6,ood,1722.26940917969,14.670689,Digit 6,Digit 6,id,0,0,no,ood,svhn_dj,id,-0.0147614832967519,ood,id,dj_79,ood
34,dj_8_e5_p6,dj,5,6,ood,1872.28198242188,12.665521,Digit 6,Digit 6,id,0,0,no,ood,svhn_dj,id,-0.0147842653095722,ood,ood,dj_8,ood
35,dj_80_e5_p6,dj,5,6,ood,1418.07019042969,15.720284,Digit 6,Digit 6,id,0,0,no,ood,svhn_dj,id,-0.0139503646641969,ood,id,dj_80,ood
35,dj_81_e5_p7,dj,5,7,ood,2037.6875,24.933306,Not a Street View House Number,Digit 2,?,0,0,no,ood,svhn_dj,id,-0.009082406759262,ood,id,dj_81,ood
36,dj_82_e5_p6,dj,5,6,ood,1996.63293457031,12.459697,Digit 6,Digit 6,id,0,0,no,ood,svhn_dj,id,-0.014887798577547,ood,id,dj_82,ood
36,dj_83_e5_p2,dj,5,2,ood,388.664886474609,28.791336,Digit 8,Digit 8,id,0,0,no,ood,svhn_dj,id,-0.01348234154284,ood,id,dj_83,ood
37,dj_84_e5_p2,dj,5,2,ood,1672.36083984375,20.829617,Not a Street View House Number,Digit 5,?,0,1,,ood,svhn_dj,id,0.0100572016090154,id,id,dj_84,ood
37,dj_85_e5_p6,dj,5,6,ood,1790.20422363281,15.62683,Not a Street View House Number,Digit 6,?,0,0,no,ood,svhn_dj,id,-0.0142698865383863,ood,id,dj_85,ood
38,dj_86_e5_p6,dj,5,6,ood,1662.46264648438,14.074214,Digit 6,Digit 6,id,0,0,no,ood,svhn_dj,id,-0.0140243750065565,ood,id,dj_86,ood
38,dj_87_e5_p2,dj,5,2,ood,3419.69604492188,12.518442,Not a Street View House Number,Not a Street View House Number,ood,0,0,no,ood,svhn_dj,id,-0.0134679321199655,ood,id,dj_87,ood
39,dj_88_e5_p9,dj,5,9,ood,1696.39184570313,12.134169,Digit 0,Not a Street View House Number,?,0,0,no,ood,svhn_dj,id,-0.0184690728783607,ood,ood,dj_88,ood
39,dj_89_e5_p2,dj,5,2,ood,1050.62817382813,19.248753,Digit 8,Not a Street View House Number,?,0,0,no,ood,svhn_dj,id,-0.0087023414671421,id,id,dj_89,ood
34,dj_9_e5_p9,dj,5,9,ood,2539.01049804688,3.258149,Not a Street View House Number,Not a Street View House Number,ood,0,0,no,id,svhn_dj,id,-0.0150998150929808,ood,ood,dj_9,id
40,dj_90_e5_p7,dj,5,7,ood,1384.52416992188,17.221708,Not a Street View House Number,Not a Street View House Number,ood,0,0,no,ood,svhn_dj,id,-0.017661590129137,ood,ood,dj_90,ood
40,dj_91_e5_p4,dj,5,4,ood,1320.73547363281,17.576939,Not a Street View House Number,Not a Street View House Number,ood,0,0,no,ood,svhn_dj,id,-0.0204296819865703,ood,id,dj_91,ood
41,dj_92_e5_p8,dj,5,8,ood,2659.5771484375,7.966358,Not a Street View House Number,Not a Street View House Number,ood,0,0,no,ood,svhn_dj,id,-0.0160374045372009,ood,id,dj_92,ood
41,dj_93_e5_p9,dj,5,9,ood,-455.500579833984,18.153362,Not a Street View House Number,Not a Street View House Number,ood,0,0,no,ood,svhn_dj,id,-0.0134476982057094,ood,id,dj_93,ood
42,dj_94_e5_p7,dj,5,7,ood,967.112487792969,16.93305,Not a Street View House Number,Digit 5,?,0,1,,ood,svhn_dj,id,-0.0163510143756866,id,ood,dj_94,ood
42,dj_95_e5_p2,dj,5,2,ood,972.350769042969,12.233325,Not a Street View House Number,Digit 5,?,0,1,,ood,svhn_dj,id,-0.0201845057308673,ood,id,dj_95,ood
43,dj_96_e5_p2,dj,5,2,ood,2444.751953125,12.572192,Digit 5,Digit 1,id,1,0,,ood,svhn_dj,id,-0.0134583469480276,ood,id,dj_96,ood
43,dj_97_e5_p8,dj,5,8,ood,2814.3056640625,6.7422495,Not a Street View House Number,Not a Street View House Number,ood,0,0,no,ood,svhn_dj,id,-0.0169503949582576,ood,id,dj_97,ood
44,dj_98_e5_p8,dj,5,8,ood,2577.525390625,6.8587,Not a Street View House Number,Not a Street View House Number,ood,0,0,no,ood,svhn_dj,id,-0.0164362639188766,ood,id,dj_98,ood
44,dj_99_e5_p6,dj,5,6,ood,1138.58728027344,34.294914,Not a Street View House Number,Digit 6,?,0,0,no,ood,svhn_dj,id,-0.0165637508034706,ood,id,dj_99,ood
0,dlf_0_e5_p3,dlf,5,3,id,6598.2275390625,1.8024938,Not a Street View House Number,Digit 3,?,0,0,no,id,svhn_dlf,id,-0.0175351724028587,ood,ood,dlf_0,id
1,dlf_1_e5_p6,dlf,5,6,id,6573.23583984375,1.7083981,Digit 5,Digit 5,id,1,1,yes,id,svhn_dlf,id,0.0205801147967576,id,id,dlf_1,id
2,dlf_10_e5_p6,dlf,5,6,id,7609.41845703125,0.9041733,Digit 8,Digit 5,id,0,1,,id,svhn_dlf,id,-0.0156604498624801,ood,ood,dlf_10,id
3,dlf_11_e5_p6,dlf,5,6,id,7051.802734375,1.2293532,Not a Street View House Number,Digit 6,?,0,0,no,id,svhn_dlf,id,-0.0126248709857463,id,id,dlf_11,id
4,dlf_12_e5_p6,dlf,5,6,id,8478.0185546875,0.76285064,Digit 5,Digit 6,id,1,0,,id,svhn_dlf,id,-0.0086574088782072,id,ood,dlf_12,id
5,dlf_13_e5_p4,dlf,5,4,id,7962.15625,0.95344305,Digit 3,Digit 3,id,0,0,no,id,svhn_dlf,id,-0.0097867641597986,ood,ood,dlf_13,id
6,dlf_14_e5_p6,dlf,5,6,id,8437.44921875,0.81990135,Digit 6,Digit 6,id,0,0,no,id,svhn_dlf,id,-0.0150358397513628,id,ood,dlf_14,id
7,dlf_15_e5_p6,dlf,5,6,id,8453.02734375,0.7399868,Digit 6,Digit 3,id,0,0,no,id,svhn_dlf,id,-0.0166515912860631,id,id,dlf_15,id
8,dlf_16_e5_p9,dlf,5,9,id,8820.6357421875,0.6552831,Digit 9,Not a Street View House Number,?,0,0,no,id,svhn_dlf,id,-0.0140039753168821,ood,ood,dlf_16,id
9,dlf_17_e5_p6,dlf,5,6,id,7094.13671875,1.3335057,Not a Street View House Number,Digit 6,?,0,0,no,id,svhn_dlf,id,-0.0127429533749818,id,ood,dlf_17,id
10,dlf_18_e5_p8,dlf,5,8,id,8077.28515625,1.0659411,Digit 5,Digit 6,id,1,0,,id,svhn_dlf,id,-0.0122780445963144,id,id,dlf_18,id
11,dlf_19_e5_p3,dlf,5,3,id,7904.6328125,1.0658289,Digit 5,Digit 5,id,1,1,yes,id,svhn_dlf,id,-0.0063253249973058,id,ood,dlf_19,id
12,dlf_2_e5_p6,dlf,5,6,id,8888.0224609375,0.65360695,Digit 6,Digit 6,id,0,0,no,id,svhn_dlf,id,-0.0116920508444309,id,id,dlf_2,id
13,dlf_20_e5_p6,dlf,5,6,id,8011.29296875,0.7350693,Digit 6,Digit 5,id,0,1,,id,svhn_dlf,id,-0.0111558511853218,id,id,dlf_20,id
14,dlf_21_e5_p6,dlf,5,6,id,7139.8251953125,1.3849179,Digit 5,Digit 5,id,1,1,yes,id,svhn_dlf,id,-0.0128185246139764,ood,ood,dlf_21,id
15,dlf_22_e5_p6,dlf,5,6,id,7333.37841796875,1.0320852,Digit 5,Digit 5,id,1,1,yes,id,svhn_dlf,id,-0.0074889790266752,id,id,dlf_22,id
16,dlf_23_e5_p3,dlf,5,3,id,5624.72998046875,2.365243,Digit 5,Digit 5,id,1,1,yes,id,svhn_dlf,id,-0.0164128560572862,id,ood,dlf_23,id
17,dlf_24_e5_p9,dlf,5,9,id,6661.08154296875,2.3165832,Digit 5,Digit 5,id,1,1,yes,id,svhn_dlf,id,-0.0017009731382131,ood,ood,dlf_24,id
18,dlf_25_e5_p7,dlf,5,7,id,8313.908203125,1.0420014,Digit 9,Digit 9,id,0,0,no,id,svhn_dlf,id,-0.0156789347529411,ood,ood,dlf_25,id
19,dlf_26_e5_p0,dlf,5,0,id,7922.12255859375,1.0500175,Digit 8,Digit 3,id,0,0,no,id,svhn_dlf,id,-0.0120405368506908,id,ood,dlf_26,id
20,dlf_27_e5_p3,dlf,5,3,id,9014.9130859375,0.55961156,Digit 5,Digit 3,id,1,0,,id,svhn_dlf,id,-0.0162054635584354,ood,id,dlf_27,id
21,dlf_28_e5_p6,dlf,5,6,id,6657.98486328125,1.6967475,Digit 5,Digit 5,id,1,1,yes,id,svhn_dlf,id,0.0203721169382333,id,id,dlf_28,id
22,dlf_29_e5_p6,dlf,5,6,id,6845.14013671875,1.4018105,Digit 5,Digit 5,id,1,1,yes,id,svhn_dlf,id,-0.0073003377765417,id,id,dlf_29,id
23,dlf_3_e5_p6,dlf,5,6,id,6895.330078125,1.8414779,Digit 5,Not a Street View House Number,?,1,0,,id,svhn_dlf,id,-0.0086175519973039,id,id,dlf_3,id
24,dlf_30_e5_p6,dlf,5,6,id,8446.212890625,0.7580743,Digit 6,Digit 6,id,0,0,no,id,svhn_dlf,id,-0.0209023691713809,ood,ood,dlf_30,id
25,dlf_31_e5_p3,dlf,5,3,id,8720.4638671875,0.59314543,Digit 3,Not a Street View House Number,?,0,0,no,id,svhn_dlf,id,-0.0158981271088123,ood,id,dlf_31,id
26,dlf_32_e5_p6,dlf,5,6,id,9354.4970703125,0.47049662,Digit 6,Digit 6,id,0,0,no,id,svhn_dlf,id,-0.0179210398346185,id,id,dlf_32,id
27,dlf_33_e5_p9,dlf,5,9,id,8747.9326171875,0.922735,Digit 9,Digit 9,id,0,0,no,id,svhn_dlf,id,-0.0092722158879041,ood,id,dlf_33,id
28,dlf_34_e5_p9,dlf,5,9,id,8367.30859375,0.910107,Digit 9,Digit 9,id,0,0,no,id,svhn_dlf,id,-0.0124231372028589,ood,id,dlf_34,id
29,dlf_35_e5_p9,dlf,5,9,id,6788.65283203125,1.4355167,Digit 5,Digit 5,id,1,1,yes,id,svhn_dlf,id,-0.0179508179426193,id,id,dlf_35,id
30,dlf_36_e5_p3,dlf,5,3,id,8059.7470703125,0.9920972,Not a Street View House Number,Digit 5,?,0,1,,id,svhn_dlf,id,0.0009756814688444,id,id,dlf_36,id
31,dlf_37_e5_p3,dlf,5,3,id,8687.8759765625,0.8510217,Digit 3,Not a Street View House Number,?,0,0,no,id,svhn_dlf,id,-0.020081166177988,id,id,dlf_37,id
32,dlf_38_e5_p7,dlf,5,7,id,8447.4541015625,0.86315084,Digit 8,Not a Street View House Number,?,0,0,no,id,svhn_dlf,id,-0.0154569577425718,ood,ood,dlf_38,id
33,dlf_39_e5_p6,dlf,5,6,id,8618.7041015625,0.6454432,Digit 6,Digit 6,id,0,0,no,id,svhn_dlf,id,-0.0153496824204921,id,ood,dlf_39,id
34,dlf_4_e5_p3,dlf,5,3,id,8803.1298828125,0.5263341,Not a Street View House Number,Digit 3,?,0,0,no,id,svhn_dlf,id,-0.0158835910260677,ood,id,dlf_4,id
35,dlf_40_e5_p9,dlf,5,9,id,9654.3916015625,0.46277043,Digit 8,Digit 8,id,0,0,no,id,svhn_dlf,id,-0.0207491777837276,id,id,dlf_40,id
36,dlf_41_e5_p6,dlf,5,6,id,7118.36181640625,1.3898267,Digit 5,Digit 5,id,1,1,yes,id,svhn_dlf,id,-0.0192814655601978,id,id,dlf_41,id
37,dlf_42_e5_p6,dlf,5,6,id,8886.5712890625,0.61331666,Digit 6,Digit 6,id,0,0,no,id,svhn_dlf,id,-0.0112909264862537,id,id,dlf_42,id
38,dlf_43_e5_p3,dlf,5,3,id,8197.67578125,0.77593064,Digit 6,Digit 6,id,0,0,no,id,svhn_dlf,id,-0.008506329730153,id,id,dlf_43,id
39,dlf_44_e5_p9,dlf,5,9,id,9938.9736328125,0.51108074,Digit 8,Not a Street View House Number,?,0,0,no,id,svhn_dlf,id,-0.0207186192274093,id,id,dlf_44,id
40,dlf_45_e5_p3,dlf,5,3,id,9006.2138671875,0.6899484,Digit 3,Not a Street View House Number,?,0,0,no,id,svhn_dlf,id,-0.0139464475214481,id,id,dlf_45,id
41,dlf_46_e5_p3,dlf,5,3,id,9257.78515625,0.5815959,Digit 3,Not a Street View House Number,?,0,0,no,id,svhn_dlf,id,-0.0162610057741403,id,ood,dlf_46,id
42,dlf_47_e5_p2,dlf,5,2,id,8166.609375,0.92904675,Digit 5,Digit 5,id,1,1,yes,id,svhn_dlf,id,-0.0019094701856374,id,id,dlf_47,id
43,dlf_48_e5_p3,dlf,5,3,id,9190.4873046875,0.76571673,Digit 5,Digit 5,id,1,1,yes,id,svhn_dlf,id,-0.0135666113346815,id,id,dlf_48,id
44,dlf_49_e5_p9,dlf,5,9,id,8499.666015625,0.78006804,Digit 8,Digit 9,id,0,0,no,id,svhn_dlf,id,-0.0127513892948627,ood,id,dlf_49,id
