file,TOOL,Ass1_label,Ass2_label,ID/OOD Human,ID/OOD Selforacle 9999,ID/OOD DAIV,ID/OOD DeepSVDD,Svdd scores,ID_cleaned,ID/OOD Selforacle 99999,ID/OOD LLM,ID/OOD LLM2
dlf_55.npy,dlf,id,id,id,id,id,id,0.0016130935400724,dlf_55,id,id,id
dx_28.npy,dx,id,id,id,id,id,id,0.0002152298111468,dx_28,id,id,id
dx_82.npy,dx,id,id,id,id,id,id,0.0021276068873703,dx_82,id,id,id
sv_89.npy,sv,id,id,id,id,id,id,0.0001768644433468,sv_89,id,ood,id
ox_72.npy,ox,id,id,id,id,id,id,0.0015655984170734,ox_72,id,id,id
ox_73.npy,ox,id,id,id,id,id,id,0.0011078759562224,ox_73,id,id,id
dx_38.npy,dx,id,ood,?,id,id,id,0.0007571154274046,dx_38,id,id,id
ox_114.npy,ox,id,ood,?,id,id,id,0.0004441917408257,ox_114,id,id,id
sv_59.npy,sv,ood,ood,ood,id,id,id,0.0025267396122217,sv_59,id,ood,ood
sv_49.npy,sv,ood,ood,ood,id,id,id,0.0007500550709664,sv_49,id,ood,id
dx_16.npy,dx,id,ood,?,id,id,id,0.0022445390932261,dx_16,id,id,id
dx_13.npy,dx,id,ood,?,id,id,id,0.0001827371306717,dx_13,id,id,id
dx_26.npy,dx,id,id,id,id,id,id,0.0022378745488822,dx_26,id,id,id
ox_57.npy,ox,id,ood,?,id,id,id,0.0008881934918463,ox_57,id,id,id
dlf_92.npy,dlf,id,ood,?,id,id,id,0.0020640473812818,dlf_92,id,id,id
dx_66.npy,dx,id,ood,?,id,id,id,0.0008123989682644,dx_66,id,id,id
dx_36.npy,dx,ood,ood,ood,id,id,id,0.0017788358964025,dx_36,id,id,id
ox_0.npy,ox,ood,ood,ood,id,id,id,0.0004330170340836,ox_0,id,id,id
dlf_28.npy,dlf,ood,ood,ood,id,id,id,0.0014670840464532,dlf_28,id,id,id
ox_42.npy,ox,ood,ood,ood,id,id,id,-8.479622192680836e-05,ox_42,id,id,id
sv_95.npy,sv,ood,id,?,id,id,id,0.0003743653651326,sv_95,id,ood,id
dlf_74.npy,dlf,ood,ood,ood,id,id,id,0.0017300713807344,dlf_74,id,id,id
sv_81.npy,sv,ood,id,?,id,id,id,0.0011354240123182,sv_81,id,id,id
dx_40.npy,dx,ood,ood,ood,id,id,id,0.0012402473948895,dx_40,id,id,id
dlf_99.npy,dlf,ood,ood,ood,id,id,id,7.559964433312416e-05,dlf_99,id,id,id
dlf_33.npy,dlf,ood,ood,ood,id,id,id,0.0012990329414606,dlf_33,id,id,id
dlf_104.npy,dlf,ood,id,?,id,id,id,0.0011663055047392,dlf_104,id,id,id
sv_116.npy,sv,ood,ood,ood,id,id,id,-8.238526061177254e-05,sv_116,id,ood,id
sv_0.npy,sv,ood,ood,ood,id,id,ood,0.0035995854996144,sv_0,id,ood,ood
dx_0.npy,dx,ood,id,?,id,id,id,0.0006746537983417,dx_0,id,id,id
sv_2.npy,sv,ood,ood,ood,id,id,id,0.0006819616537541,sv_2,id,ood,id
sv_14.npy,sv,ood,ood,ood,id,id,id,0.0013528633862733,sv_14,id,ood,id
dlf_110.npy,dlf,ood,id,?,id,id,id,0.0003499086014926,dlf_110,id,id,ood
sv_93.npy,sv,ood,ood,ood,id,id,id,0.0014793388545513,sv_93,id,ood,id
sv_22.npy,sv,ood,ood,ood,id,id,id,-0.0001425149384886,sv_22,id,ood,id
dx_14.npy,dx,ood,id,?,id,id,id,-0.000410969601944,dx_14,id,id,id
dx_5.npy,dx,id,id,id,id,id,id,0.0003732945770025,dx_5,id,id,id
dlf_100.npy,dlf,id,id,id,id,id,id,0.0009616101160645,dlf_100,id,id,ood
ox_62.npy,ox,id,id,id,id,id,id,0.0008679023012518,ox_62,id,id,id
ox_31.npy,ox,id,id,id,id,id,id,-0.0003753209020942,ox_31,id,id,id
dx_95.npy,dx,ood,ood,ood,id,id,id,0.0020393142476677,dx_95,id,ood,id
sv_91.npy,sv,id,ood,?,id,id,id,0.0003427600022405,sv_91,id,id,id
dx_61.npy,dx,id,id,id,id,id,id,0.0003944532945752,dx_61,id,id,id
sv_67.npy,sv,id,id,id,id,id,id,0.0012976685538887,sv_67,id,ood,id
dlf_71.npy,dlf,id,id,id,id,id,id,0.0011625480838119,dlf_71,id,ood,ood
dx_1.npy,dx,id,id,id,id,id,id,0.0014541591517627,dx_1,id,id,id
dlf_88.npy,dlf,id,id,id,id,id,id,0.0024799616076052,dlf_88,id,id,ood
dx_63.npy,dx,id,id,id,id,id,id,9.37224831432104e-05,dx_63,id,id,id
ox_91.npy,ox,id,id,id,id,id,id,0.0010581563692539,ox_91,id,id,id
dx_114.npy,dx,id,id,id,id,id,id,0.0010768086649477,dx_114,id,id,id
ox_75.npy,ox,id,id,id,id,id,id,0.0004479212220758,ox_75,id,id,id
dx_71.npy,dx,id,id,id,id,id,id,0.0004851792473345,dx_71,id,id,id
sv_20.npy,sv,id,ood,?,id,id,id,-0.0004813014529645,sv_20,id,ood,ood
sv_54.npy,sv,ood,ood,ood,id,id,id,0.0008662221953272,sv_54,id,ood,id
ox_67.npy,ox,id,id,id,id,id,id,0.0003664284013211,ox_67,id,id,id
ox_46.npy,ox,id,id,id,id,id,id,0.0002911854535341,ox_46,id,id,id
dx_118.npy,dx,ood,ood,ood,id,id,id,0.0004403374623507,dx_118,id,id,id
ox_7.npy,ox,ood,ood,ood,id,id,id,-0.0004360585007816,ox_7,id,id,id
ox_106.npy,ox,ood,ood,ood,id,id,id,0.0008733929134905,ox_106,id,id,id
dlf_36.npy,dlf,ood,ood,ood,id,id,id,0.0017092898488044,dlf_36,id,id,id
dlf_105.npy,dlf,ood,ood,ood,id,id,id,0.0019486509263515,dlf_105,id,id,id
sv_15.npy,sv,ood,ood,ood,id,id,ood,0.0032832976430654,sv_15,id,ood,id
ox_40.npy,ox,ood,ood,ood,id,id,id,-0.0002813311293721,ox_40,id,id,id
dx_52.npy,dx,ood,ood,ood,id,id,id,0.0002152298111468,dx_52,id,id,id
ox_49.npy,ox,ood,ood,ood,id,id,id,0.0018834015354514,ox_49,id,id,id
dlf_48.npy,dlf,ood,ood,ood,id,id,id,0.0019445163197815,dlf_48,id,id,id
sv_71.npy,sv,ood,ood,ood,id,id,id,0.0008741875644773,sv_71,id,ood,id
dlf_61.npy,dlf,ood,ood,ood,id,id,id,0.0013320804573595,dlf_61,id,id,id
dx_64.npy,dx,ood,ood,ood,id,id,id,-1.1803116649389269e-05,dx_64,id,id,id
ox_29.npy,ox,ood,ood,ood,id,id,id,0.0012211597058922,ox_29,id,id,id
dlf_24.npy,dlf,ood,ood,ood,id,id,id,0.0014705345965921,dlf_24,id,ood,ood
dlf_10.npy,dlf,ood,ood,ood,id,id,id,0.0008837257046252,dlf_10,id,id,id
ox_118.npy,ox,ood,ood,ood,id,id,id,2.667121589183808e-05,ox_118,id,id,id
dx_74.npy,dx,ood,ood,ood,id,id,id,0.0022141733206808,dx_74,id,id,id
dx_78.npy,dx,ood,ood,ood,id,id,id,0.0010832641273736,dx_78,id,id,id
dlf_2.npy,dlf,ood,ood,ood,id,id,ood,0.0036712163127958,dlf_2,id,id,id
sv_82.npy,sv,id,id,id,id,id,id,0.0010122440289705,sv_82,id,id,ood
sv_73.npy,sv,id,id,id,id,id,id,0.000776739558205,sv_73,id,id,id
dx_24.npy,dx,id,id,id,id,id,id,0.0007780035957694,dx_24,id,id,id
ox_25.npy,ox,id,id,id,id,id,id,0.0015892884694039,ox_25,id,id,id
dlf_116.npy,dlf,id,id,id,id,id,id,-0.0002224922645837,dlf_116,id,id,id
sv_105.npy,sv,ood,id,?,id,id,id,0.000422989251092,sv_105,id,ood,id
dx_46.npy,dx,id,id,id,id,id,ood,0.002666188403964,dx_46,id,id,id
sv_32.npy,sv,id,id,id,id,id,id,0.0001567383296787,sv_32,id,ood,id
ox_102.npy,ox,id,id,id,id,id,id,9.92158893495798e-05,ox_102,id,id,id
dx_100.npy,dx,id,id,id,id,id,id,0.0006746537983417,dx_100,id,id,id
dlf_42.npy,dlf,id,ood,?,id,id,id,0.00183907430619,dlf_42,id,id,id
ox_93.npy,ox,id,ood,?,id,id,id,0.0002019456587731,ox_93,id,id,id
dlf_45.npy,dlf,id,ood,?,id,id,ood,0.004060766659677,dlf_45,id,id,id
dlf_14.npy,dlf,id,ood,?,id,id,id,0.0008894111961126,dlf_14,id,id,id
ox_32.npy,ox,id,ood,?,id,id,id,8.390657603740692e-05,ox_32,id,id,id
dlf_8.npy,dlf,id,ood,?,id,id,id,0.0015557818114757,dlf_8,id,id,id
sv_27.npy,sv,id,ood,?,id,id,id,0.0011147677432745,sv_27,id,ood,id
dlf_18.npy,dlf,id,ood,?,id,id,ood,0.0040571205317974,dlf_18,id,id,id
dlf_93.npy,dlf,id,ood,?,id,id,id,0.0010929629206657,dlf_93,id,id,id
dlf_75.npy,dlf,id,ood,?,id,id,id,0.0012817019596695,dlf_75,id,id,id
dlf_66.npy,dlf,ood,ood,ood,ood,id,id,0.0011434545740485,dlf_66,id,id,id
dx_104.npy,dx,ood,ood,ood,id,id,id,0.0020406148396432,dx_104,id,id,id
dlf_87.npy,dlf,ood,ood,ood,id,id,ood,0.0028502293862402,dlf_87,id,id,ood
ox_104.npy,ox,ood,ood,ood,id,id,id,-0.0001679440028965,ox_104,id,id,id
dlf_112.npy,dlf,ood,ood,ood,id,id,id,0.0007689311169087,dlf_112,id,id,id
ox_50.npy,ox,ood,ood,ood,id,id,id,0.0008413786999881,ox_50,id,id,id
sv_75.npy,sv,ood,ood,ood,id,id,id,3.702123649418354e-05,sv_75,id,id,id
ox_92.npy,ox,ood,ood,ood,id,id,id,0.0001398557797074,ox_92,id,id,id
dx_54.npy,dx,ood,ood,ood,id,id,id,0.0008675567805767,dx_54,id,id,id
dx_12.npy,dx,ood,ood,ood,id,id,id,0.0023460169322788,dx_12,id,id,ood
dx_60.npy,dx,ood,id,?,id,id,id,0.0018584723584353,dx_60,id,id,id
dlf_40.npy,dlf,ood,id,?,id,id,id,0.0019197594374418,dlf_40,id,id,id
ox_41.npy,ox,ood,id,?,id,id,id,0.0017267069779336,ox_41,id,ood,id
sv_12.npy,sv,ood,id,?,id,id,id,-0.0003171418793499,sv_12,id,ood,id
sv_21.npy,sv,ood,id,?,id,id,id,0.0009218866471201,sv_21,id,ood,ood
dx_8.npy,dx,ood,id,?,id,id,id,0.0004403374623507,dx_8,id,id,id
dx_65.npy,dx,ood,id,?,id,id,id,0.0003031841479241,dx_65,id,id,id
dlf_118.npy,dlf,ood,id,?,id,id,id,0.0020335684530436,dlf_118,id,id,ood
sv_31.npy,sv,ood,id,?,id,id,id,0.0008333541918545,sv_31,id,ood,id
sv_8.npy,sv,ood,ood,ood,id,id,id,0.000322290463373,sv_8,id,ood,ood
dlf_12.npy,dlf,ood,id,?,id,id,id,0.0008693516720086,dlf_12,id,id,id
dlf_7.npy,dlf,ood,id,?,id,id,id,0.0008423086255788,dlf_7,id,id,id
dlf_102.npy,dlf,ood,id,?,id,id,id,0.000947241904214,dlf_102,id,id,ood
sv_55.npy,sv,ood,id,?,id,id,id,0.0010344879701733,sv_55,id,id,id
dx_67.npy,dx,ood,id,?,id,id,id,0.0017040711827576,dx_67,id,id,ood
dx_84.npy,dx,ood,id,?,id,id,ood,0.0044672079384326,dx_84,id,id,id
ox_77.npy,ox,ood,id,?,id,id,id,0.0016285739839076,ox_77,id,id,id
dx_35.npy,dx,ood,id,?,id,id,id,0.0024799266830086,dx_35,id,id,id
sv_113.npy,sv,ood,ood,ood,id,id,id,0.000648058950901,sv_113,id,ood,id
dlf_115.npy,dlf,ood,id,?,id,id,id,0.0008112043142318,dlf_115,id,id,id
ox_44.npy,ox,id,id,id,id,id,id,0.0002884671557694,ox_44,id,id,id
ox_11.npy,ox,id,ood,?,ood,id,id,0.0002411182504147,ox_11,id,id,id
dlf_3.npy,dlf,id,ood,?,id,id,id,0.0014908066950738,dlf_3,id,id,id
sv_79.npy,sv,id,id,id,id,id,id,-4.577450454235077e-06,sv_79,id,id,id
dlf_98.npy,dlf,id,ood,?,id,id,id,0.0010911058634519,dlf_98,id,id,id
ox_107.npy,ox,id,id,id,id,id,id,-0.0003371210768818,ox_107,id,id,id
dx_42.npy,dx,id,ood,?,id,id,id,0.002356450073421,dx_42,id,id,id
dlf_72.npy,dlf,id,ood,?,id,id,id,0.0012998906895518,dlf_72,id,id,id
dx_97.npy,dx,id,ood,?,id,id,id,0.0022468692623078,dx_97,id,id,id
dx_44.npy,dx,id,id,id,id,id,id,0.0004878274630755,dx_44,id,id,id
dx_77.npy,dx,id,id,id,id,id,id,0.0026033292524516,dx_77,id,id,id
dlf_77.npy,dlf,id,id,id,id,id,id,0.0005583756137639,dlf_77,id,id,id
dx_91.npy,dx,id,id,id,id,id,id,0.0008419966325163,dx_91,id,id,id
dx_79.npy,dx,id,id,id,id,id,id,0.0005072327330708,dx_79,id,id,ood
sv_17.npy,sv,id,id,id,id,id,id,0.0005637614522129,sv_17,id,ood,id
dlf_70.npy,dlf,id,id,id,id,id,id,0.0013073091395199,dlf_70,id,id,id
dlf_19.npy,dlf,id,id,id,id,id,ood,0.0041866926476359,dlf_19,id,id,id
dx_119.npy,dx,id,id,id,id,id,id,0.0003701811656355,dx_119,id,id,id
dlf_63.npy,dlf,id,id,id,id,id,id,0.0015484695322811,dlf_63,id,id,ood
dlf_91.npy,dlf,id,id,id,id,id,ood,0.0037754490040242,dlf_91,id,id,id
sv_119.npy,sv,ood,id,?,id,id,id,0.0016934149898588,sv_119,id,ood,ood
sv_5.npy,sv,ood,id,?,id,id,id,0.0013719866983592,sv_5,id,ood,id
ox_109.npy,ox,id,ood,?,id,id,id,0.0003364763688296,ox_109,id,id,id
dlf_17.npy,dlf,id,ood,?,id,id,ood,0.0028245085850358,dlf_17,id,id,id
sv_18.npy,sv,id,ood,?,id,id,id,0.0001475759781897,sv_18,id,ood,id
ox_95.npy,ox,id,ood,?,id,id,id,0.0004607774317264,ox_95,id,id,id
ox_55.npy,ox,id,ood,?,id,id,id,-0.0002835541963577,ox_55,id,id,id
ox_94.npy,ox,id,ood,?,id,id,id,0.0006697080098092,ox_94,id,ood,id
dlf_81.npy,dlf,id,ood,?,id,id,id,0.0014185523614287,dlf_81,id,id,id
dlf_23.npy,dlf,id,ood,?,id,id,id,0.0008780760690569,dlf_23,id,id,id
ox_47.npy,ox,id,id,id,id,id,id,0.0013393247500061,ox_47,id,id,id
dx_51.npy,dx,id,id,id,id,id,id,0.0025975853204727,dx_51,id,id,ood
dx_103.npy,dx,id,id,id,id,id,id,0.002038933802396,dx_103,id,id,ood
dx_18.npy,dx,id,id,id,id,id,id,0.0005386676639318,dx_18,id,id,id
sv_43.npy,sv,id,ood,?,id,id,id,0.0013000178150832,sv_43,id,ood,id
sv_70.npy,sv,id,id,id,id,id,id,-0.0007286851759999,sv_70,id,ood,id
dx_25.npy,dx,id,id,id,id,id,id,0.0008852749597281,dx_25,id,id,id
ox_1.npy,ox,id,id,id,id,id,id,-0.0002197993453592,ox_1,id,id,id
sv_42.npy,sv,ood,id,?,id,id,id,0.0004641618579626,sv_42,id,ood,ood
sv_85.npy,sv,ood,ood,ood,id,id,id,0.0011754676233977,sv_85,id,ood,id
ox_8.npy,ox,id,ood,?,id,id,id,0.001299750059843,ox_8,id,id,id
dx_111.npy,dx,id,ood,?,id,id,id,0.0014541591517627,dx_111,id,id,id
sv_6.npy,sv,id,ood,?,id,id,id,0.0008270831312984,sv_6,id,ood,ood
dx_32.npy,dx,id,ood,?,id,id,id,0.0001072885934263,dx_32,id,id,id
ox_26.npy,ox,id,ood,?,id,id,id,0.0010833479464054,ox_26,id,id,id
sv_77.npy,sv,id,ood,?,id,id,id,0.000452110543847,sv_77,id,ood,ood
sv_48.npy,sv,id,ood,?,id,id,id,0.0013263411819934,sv_48,id,ood,id
sv_92.npy,sv,id,ood,?,id,id,id,-0.0004384762141853,sv_92,id,ood,ood
ox_60.npy,ox,id,ood,?,id,id,id,0.0005604182370007,ox_60,id,id,id
dx_15.npy,dx,id,ood,?,id,id,id,0.000631647882983,dx_15,id,id,id
sv_104.npy,sv,ood,ood,ood,id,id,id,0.0013217064552009,sv_104,id,ood,id
dx_10.npy,dx,ood,ood,ood,id,id,id,0.000517469830811,dx_10,id,id,id
sv_47.npy,sv,ood,id,?,id,id,id,0.0005887497682124,sv_47,id,ood,id
ox_116.npy,ox,ood,ood,ood,id,id,id,0.0005683391354978,ox_116,id,id,id
ox_14.npy,ox,ood,ood,ood,id,id,id,-0.0004507997073233,ox_14,id,id,id
dx_33.npy,dx,ood,id,?,id,id,ood,0.0027330941520631,dx_33,id,id,ood
dx_27.npy,dx,ood,ood,ood,id,id,id,0.0004578381776809,dx_27,id,id,id
dx_4.npy,dx,ood,ood,ood,id,id,id,0.0010768086649477,dx_4,id,id,id
dx_31.npy,dx,ood,ood,ood,id,id,id,2.011866308748722e-05,dx_31,id,id,id
dlf_53.npy,dlf,ood,ood,ood,id,id,ood,0.0039396146312355,dlf_53,id,id,id
dlf_51.npy,dlf,id,id,id,id,id,ood,0.0032546464353799,dlf_51,id,id,id
ox_71.npy,ox,id,id,id,id,id,id,0.0003373299259692,ox_71,id,id,id
dlf_6.npy,dlf,id,id,id,id,id,id,0.0006284436676651,dlf_6,id,id,id
dx_96.npy,dx,id,id,id,id,id,id,0.000630141235888,dx_96,id,id,id
dx_80.npy,dx,id,id,id,id,id,id,0.0003465209156274,dx_80,id,id,id
ox_58.npy,ox,id,id,id,id,id,id,0.0015874318778514,ox_58,id,id,id
dlf_16.npy,dlf,id,id,id,id,id,id,0.0022590309381484,dlf_16,id,id,ood
sv_58.npy,sv,id,ood,?,id,id,id,7.64443539083004e-05,sv_58,id,ood,id
sv_117.npy,sv,id,id,id,id,id,id,0.0004285296890884,sv_117,id,ood,id
sv_114.npy,sv,id,id,id,id,id,id,0.0004694766830652,sv_114,id,ood,id
ox_13.npy,ox,ood,id,?,id,id,id,0.0006419718265533,ox_13,id,id,id
dx_92.npy,dx,ood,id,?,id,id,id,0.0010598306544125,dx_92,id,id,id
sv_66.npy,sv,ood,id,?,id,id,id,0.0014771381393074,sv_66,id,ood,id
ox_79.npy,ox,ood,id,?,id,id,id,-1.080334186553955e-05,ox_79,id,id,id
sv_46.npy,sv,ood,id,?,id,id,id,0.0008188274223357,sv_46,id,ood,ood
sv_3.npy,sv,id,id,id,id,id,id,0.000136543996632,sv_3,id,id,id
sv_30.npy,sv,ood,id,?,id,id,id,0.0009617828764021,sv_30,id,id,id
sv_28.npy,sv,ood,id,?,id,id,id,6.220000796020031e-05,sv_28,id,id,id
dlf_32.npy,dlf,ood,id,?,id,id,id,0.0014063357375562,dlf_32,id,id,id
dx_110.npy,dx,ood,id,?,id,id,id,0.000189643818885,dx_110,id,id,id
ox_68.npy,ox,id,id,id,id,id,id,0.0010342081077396,ox_68,id,id,id
dlf_73.npy,dlf,id,id,id,id,id,ood,0.0026861680671572,dlf_73,id,id,id
dx_23.npy,dx,id,id,id,id,id,id,0.000189643818885,dx_23,id,id,id
dx_45.npy,dx,id,id,id,id,id,id,0.0009205425158143,dx_45,id,id,id
sv_7.npy,sv,id,id,id,id,id,id,0.0005756502505391,sv_7,id,ood,id
sv_107.npy,sv,id,ood,?,id,id,ood,0.0037234900519251,sv_107,id,ood,id
dlf_57.npy,dlf,id,id,id,id,id,id,0.0009557334706187,dlf_57,id,id,id
dx_39.npy,dx,id,id,id,id,id,id,0.0012187208048999,dx_39,id,id,id
sv_36.npy,sv,id,ood,?,id,id,id,0.0007168883457779,sv_36,id,ood,id
ox_119.npy,ox,id,id,id,id,id,id,0.0014515900984406,ox_119,id,id,id
ox_34.npy,ox,id,id,id,id,id,id,0.0016748001798987,ox_34,id,id,id
ox_37.npy,ox,id,id,id,id,id,id,0.0010384554043412,ox_37,id,id,id
sv_1.npy,sv,ood,ood,ood,id,id,ood,0.0029470967128872,sv_1,id,id,id
dx_58.npy,dx,id,id,id,id,id,id,0.0004777011927217,dx_58,id,id,id
dx_117.npy,dx,id,id,id,id,id,id,-0.0001257923431694,dx_117,id,id,id
sv_69.npy,sv,id,id,id,id,id,id,0.0003916006535291,sv_69,id,id,id
ox_35.npy,ox,id,id,id,id,id,id,0.0013136980123817,ox_35,id,id,id
dlf_78.npy,dlf,id,id,id,id,id,id,0.0023522954434156,dlf_78,id,id,id
sv_72.npy,sv,id,ood,?,id,id,ood,0.0027949512004852,sv_72,id,ood,id
dx_108.npy,dx,id,id,id,id,id,id,0.0002635116688907,dx_108,id,id,id
ox_9.npy,ox,id,id,id,id,id,id,0.0010112635791301,ox_9,id,id,id
ox_17.npy,ox,id,id,id,id,id,id,0.0001276833936572,ox_17,id,ood,id
ox_10.npy,ox,id,id,id,id,id,id,0.0009156900923699,ox_10,id,id,id
dlf_97.npy,dlf,id,id,id,id,id,id,0.00253063486889,dlf_97,id,id,id
dx_73.npy,dx,id,id,id,id,id,id,0.0010568751022219,dx_73,id,id,id
dlf_94.npy,dlf,id,id,id,id,id,id,0.0011688889935612,dlf_94,id,id,id
dx_109.npy,dx,id,id,id,id,id,ood,0.0033343201503157,dx_109,id,id,id
sv_88.npy,sv,ood,ood,ood,id,id,id,0.0009839308913797,sv_88,id,ood,id
sv_23.npy,sv,id,id,id,id,id,id,0.0003330067265778,sv_23,id,ood,id
sv_115.npy,sv,id,id,id,id,id,ood,0.0032655075192451,sv_115,id,ood,id
sv_78.npy,sv,ood,ood,ood,id,id,id,0.0004303744062781,sv_78,id,ood,id
dlf_13.npy,dlf,ood,ood,ood,id,id,id,0.0014752820134162,dlf_13,id,id,id
dlf_58.npy,dlf,id,ood,?,id,id,ood,0.0027727154083549,dlf_58,id,id,id
dx_93.npy,dx,ood,ood,ood,id,id,id,0.0009598480537533,dx_93,id,id,id
dx_85.npy,dx,ood,ood,ood,id,id,id,0.0016923113726079,dx_85,id,id,id
dx_83.npy,dx,ood,ood,ood,id,id,id,0.0012231927830725,dx_83,id,id,id
dlf_114.npy,dlf,ood,ood,ood,id,id,id,0.0011052330955863,dlf_114,id,id,ood
sv_108.npy,sv,ood,ood,ood,id,id,ood,0.0064596747979521,sv_108,id,ood,id
ox_43.npy,ox,ood,ood,ood,id,id,id,0.0007674302905797,ox_43,id,id,id
sv_76.npy,sv,ood,ood,ood,id,id,id,8.088815957307816e-05,sv_76,id,ood,ood
ox_87.npy,ox,id,id,id,id,id,id,0.000102560268715,ox_87,id,id,id
sv_19.npy,sv,ood,ood,ood,id,id,ood,0.0037748636677861,sv_19,id,ood,ood
ox_16.npy,ox,id,id,id,id,id,id,0.0001515387557446,ox_16,id,id,id
ox_115.npy,ox,id,id,id,id,id,id,0.0011720650363713,ox_115,id,id,id
sv_103.npy,sv,ood,id,?,id,id,id,-0.0002693955320864,sv_103,id,ood,ood
sv_33.npy,sv,ood,id,?,id,id,id,0.001637496985495,sv_33,id,ood,id
dlf_64.npy,dlf,id,id,id,id,id,id,0.0002112190704792,dlf_64,id,id,id
dlf_21.npy,dlf,id,id,id,id,id,id,0.0008863266557455,dlf_21,id,id,id
ox_84.npy,ox,id,id,id,id,id,id,0.0008860689122229,ox_84,id,id,id
ox_69.npy,ox,id,id,id,id,id,id,0.0009642771910876,ox_69,id,id,id
ox_113.npy,ox,ood,id,?,id,id,id,0.0002655757125467,ox_113,id,id,id
ox_36.npy,ox,ood,id,?,id,id,id,0.0002779636997729,ox_36,id,id,id
dx_98.npy,dx,ood,ood,ood,id,id,id,-0.0004834351129829,dx_98,id,ood,id
dlf_27.npy,dlf,ood,id,?,id,id,id,0.0018809475004673,dlf_27,id,id,id
dx_50.npy,dx,ood,id,?,id,id,id,0.0004578381776809,dx_50,id,id,id
sv_112.npy,sv,ood,id,?,id,id,id,0.0004270507488399,sv_112,id,ood,id
sv_111.npy,sv,ood,id,?,id,id,id,0.0014773001894354,sv_111,id,ood,id
dx_6.npy,dx,ood,id,?,id,id,id,0.0001529434230178,dx_6,id,id,id
sv_60.npy,sv,ood,id,?,id,id,id,-0.0004159437958151,sv_60,id,ood,id
ox_33.npy,ox,ood,id,?,id,id,id,-0.0003559659235179,ox_33,id,id,id
sv_64.npy,sv,id,id,id,id,id,id,0.0013406029902398,sv_64,id,id,id
dx_62.npy,dx,id,id,id,id,id,id,0.0007571154274046,dx_62,id,id,id
ox_65.npy,ox,id,id,id,id,id,id,0.0001649279147386,ox_65,id,id,id
ox_112.npy,ox,id,id,id,id,id,id,0.0014041219837963,ox_112,id,id,id
dlf_60.npy,dlf,id,id,id,id,id,id,0.0011437302455306,dlf_60,id,id,ood
sv_24.npy,sv,id,id,id,ood,id,ood,0.0063358638435602,sv_24,id,ood,ood
dx_34.npy,dx,id,id,id,id,id,id,0.0004777011927217,dx_34,id,id,id
dlf_82.npy,dlf,id,id,id,id,id,ood,0.0031688492745161,dlf_82,id,id,id
dlf_80.npy,dlf,id,id,id,id,id,id,0.0020615812391042,dlf_80,id,id,id
ox_97.npy,ox,id,id,id,id,id,id,0.0005047344602644,ox_97,id,id,id
dx_37.npy,dx,id,id,id,id,id,id,0.0016472483985126,dx_37,id,id,id
dlf_20.npy,dlf,id,id,id,id,id,id,0.0004977786447852,dlf_20,id,id,id
dx_2.npy,dx,id,id,id,id,id,id,0.0024230759590864,dx_2,id,id,ood
