Image_Name,Folder,Classification
dlf_6_e963_p599.png,imagenet_dlf,id
dlf_30_e963_p868.png,imagenet_dlf,id
dlf_95_e963_p964.png,imagenet_dlf,id
dlf_100_e963_p415.png,imagenet_dlf,Ood
dlf_79_e963_p611.png,imagenet_dlf,ood
dlf_66_e963_p868.png,imagenet_dlf,id
dlf_59_e963_p868.png,imagenet_dlf,id
dlf_20_e963_p669.png,imagenet_dlf,id
dlf_116_e963_p467.png,imagenet_dlf,id
dlf_77_e963_p854.png,imagenet_dlf,id
dlf_109_e963_p922.png,imagenet_dlf,id
dlf_112_e963_p861.png,imagenet_dlf,id
dlf_50_e963_p112.png,imagenet_dlf,ood
dlf_81_e963_p669.png,imagenet_dlf,id
dlf_5_e963_p868.png,imagenet_dlf,id
dlf_56_e963_p809.png,imagenet_dlf,id
dlf_69_e963_p868.png,imagenet_dlf,ood
dlf_31_e963_p112.png,imagenet_dlf,id
dlf_23_e963_p861.png,imagenet_dlf,id
dlf_107_e963_p931.png,imagenet_dlf,ood
dlf_75_e963_p112.png,imagenet_dlf,id
dlf_35_e963_p854.png,imagenet_dlf,id
dlf_78_e963_p861.png,imagenet_dlf,id
dlf_98_e963_p868.png,imagenet_dlf,id
dlf_94_e963_p927.png,imagenet_dlf,id
dlf_48_e963_p787.png,imagenet_dlf,id
dlf_108_e963_p861.png,imagenet_dlf,id
dlf_103_e963_p415.png,imagenet_dlf,Ood
dlf_43_e963_p861.png,imagenet_dlf,id
dlf_24_e963_p112.png,imagenet_dlf,ood
dlf_68_e963_p964.png,imagenet_dlf,id
dlf_72_e963_p964.png,imagenet_dlf,id
dlf_32_e963_p927.png,imagenet_dlf,id
dlf_88_e963_p452.png,imagenet_dlf,ood
dlf_80_e963_p709.png,imagenet_dlf,id
dlf_65_e963_p861.png,imagenet_dlf,id
dlf_22_e963_p112.png,imagenet_dlf,ood
dlf_7_e963_p809.png,imagenet_dlf,id
dx_32_occl_e963_p964.png,imagenet_dx,id
dx_100_e963_p766.png,imagenet_dx,id
dx_31_occl_e963_p965.png,imagenet_dx,id
dx_2_occl_e963_p931.png,imagenet_dx,ood
dx_95_light_e963_p961.png,imagenet_dx,id
dx_55_occl_e963_p965.png,imagenet_dx,id
dx_43_blackout_e963_p964.png,imagenet_dx,id
dx_0_occl_e963_p766.png,imagenet_dx,id
dx_59_occl_e963_p964.png,imagenet_dx,id
dx_15_light_e963_p109.png,imagenet_dx,id
dx_5_occl_e963_p964.png,imagenet_dx,Id
dx_41_blackout_e963_p964.png,imagenet_dx,id
dx_44_blackout_e963_p861.png,imagenet_dx,id
dx_119_e963_p499.png,imagenet_dx,id
dx_8_occl_e963_p941.png,imagenet_dx,id
dx_106_e963_p891.png,imagenet_dx,id
dx_23_light_e963_p567.png,imagenet_dx,id
dx_65_blackout_e963_p766.png,imagenet_dx,id
dx_57_occl_e963_p809.png,imagenet_dx,id
dx_49_occl_e963_p509.png,imagenet_dx,id
dx_89_blackout_e963_p930.png,imagenet_dx,id
dx_69_blackout_e963_p927.png,imagenet_dx,id
dx_84_blackout_e963_p964.png,imagenet_dx,id
dx_1_occl_e963_p940.png,imagenet_dx,id
dx_54_occl_e963_p964.png,imagenet_dx,Id
dx_103_e963_p509.png,imagenet_dx,ood
dx_116_e963_p965.png,imagenet_dx,id
dx_46_blackout_e963_p599.png,imagenet_dx,id
dx_35_occl_e963_p964.png,imagenet_dx,id
dx_39_blackout_e963_p5.png,imagenet_dx,id
dx_47_blackout_e963_p452.png,imagenet_dx,id
dx_113_e963_p931.png,imagenet_dx,ood
dx_61_occl_e963_p499.png,imagenet_dx,id
dx_38_occl_e963_p567.png,imagenet_dx,id
dx_78_blackout_e963_p415.png,imagenet_dx,id
dx_71_blackout_e963_p611.png,imagenet_dx,id
dx_58_occl_e963_p941.png,imagenet_dx,id
dx_115_e963_p964.png,imagenet_dx,Id
dx_109_e963_p927.png,imagenet_dx,id
dx_53_occl_e963_p962.png,imagenet_dx,id
dx_110_e963_p567.png,imagenet_dx,id
dx_108_e963_p964.png,imagenet_dx,id
dx_36_occl_e963_p934.png,imagenet_dx,id
dx_117_e963_p964.png,imagenet_dx,id
dx_67_blackout_e963_p509.png,imagenet_dx,ood
dx_20_light_e963_p964.png,imagenet_dx,id
dx_107_e963_p861.png,imagenet_dx,id
dx_70_blackout_e963_p964.png,imagenet_dx,id
dx_76_blackout_e963_p964.png,imagenet_dx,id
dx_101_e963_p567.png,imagenet_dx,id
dx_45_blackout_e963_p891.png,imagenet_dx,id
dx_62_occl_e963_p567.png,imagenet_dx,id
dx_51_occl_e963_p931.png,imagenet_dx,ood
dx_118_e963_p941.png,imagenet_dx,Id
dx_40_blackout_e963_p762.png,imagenet_dx,id
dx_80_blackout_e963_p964.png,imagenet_dx,id
dx_29_occl_e963_p962.png,imagenet_dx,id
dx_85_blackout_e963_p116.png,imagenet_dx,id
dx_93_blackout_e963_p116.png,imagenet_dx,id
dx_18_light_e963_p861.png,imagenet_dx,id
dx_37_occl_e963_p499.png,imagenet_dx,id
dx_50_occl_e963_p964.png,imagenet_dx,id
dx_14_blackout_e963_p964.png,imagenet_dx,id
dx_26_occl_e963_p509.png,imagenet_dx,id
dx_77_blackout_e963_p868.png,imagenet_dx,id
dx_74_blackout_e963_p964.png,imagenet_dx,id
dx_75_blackout_e963_p964.png,imagenet_dx,id
dx_4_occl_e963_p962.png,imagenet_dx,id
dx_86_blackout_e963_p599.png,imagenet_dx,id
dx_94_blackout_e963_p112.png,imagenet_dx,id
dx_92_blackout_e963_p934.png,imagenet_dx,id
dx_6_occl_e963_p965.png,imagenet_dx,id
dx_64_blackout_e963_p599.png,imagenet_dx,id
dx_98_light_e963_p961.png,imagenet_dx,id
dx_83_blackout_e963_p964.png,imagenet_dx,id
dx_81_blackout_e963_p415.png,imagenet_dx,id
dx_7_occl_e963_p964.png,imagenet_dx,id
dx_73_blackout_e963_p861.png,imagenet_dx,id
dx_97_light_e963_p509.png,imagenet_dx,id
dx_33_occl_e963_p931.png,imagenet_dx,ood
dx_63_blackout_e963_p924.png,imagenet_dx,id
dx_114_e963_p962.png,imagenet_dx,id
dx_99_light_e963_p861.png,imagenet_dx,id
dx_87_blackout_e963_p964.png,imagenet_dx,id
dx_30_occl_e963_p964.png,imagenet_dx,Id
dx_66_blackout_e963_p931.png,imagenet_dx,id
dx_21_light_e963_p927.png,imagenet_dx,id
dx_104_e963_p926.png,imagenet_dx,id
dx_13_blackout_e963_p964.png,imagenet_dx,id
dx_111_e963_p940.png,imagenet_dx,id
dx_27_occl_e963_p964.png,imagenet_dx,id
dx_52_occl_e963_p928.png,imagenet_dx,id
dx_88_blackout_e963_p868.png,imagenet_dx,id
dx_24_light_e963_p980.png,imagenet_dx,id
dx_22_light_e963_p962.png,imagenet_dx,Ood
dx_9_occl_e963_p499.png,imagenet_dx,id
dx_28_occl_e963_p928.png,imagenet_dx,id
dx_42_blackout_e963_p509.png,imagenet_dx,id
dx_102_e963_p868.png,imagenet_dx,id
dx_112_e963_p964.png,imagenet_dx,id
dx_96_light_e963_p109.png,imagenet_dx,id
dx_105_e963_p509.png,imagenet_dx,id
dx_68_blackout_e963_p411.png,imagenet_dx,id
dx_11_occl_e963_p119.png,imagenet_dx,id
dx_60_occl_e963_p934.png,imagenet_dx,id
dx_91_blackout_e963_p861.png,imagenet_dx,id
dx_19_light_e963_p964.png,imagenet_dx,Id
dx_16_light_e963_p509.png,imagenet_dx,id
dx_48_occl_e963_p517.png,imagenet_dx,id
dx_56_occl_e963_p964.png,imagenet_dx,id
dx_3_occl_e963_p928.png,imagenet_dx,id
dx_17_light_e963_p891.png,imagenet_dx,id
dx_25_occl_e963_p766.png,imagenet_dx,id
dx_72_blackout_e963_p415.png,imagenet_dx,Ood
dx_12_blackout_e963_p509.png,imagenet_dx,ood
dx_10_occl_e963_p567.png,imagenet_dx,id
dx_90_blackout_e963_p793.png,imagenet_dx,id
dx_34_occl_e963_p941.png,imagenet_dx,id
dx_82_blackout_e963_p964.png,imagenet_dx,id
dx_79_blackout_e963_p599.png,imagenet_dx,Ood
ox_78_e963_p930.png,imagenet_ox,id
ox_63_e963_p941.png,imagenet_ox,id
ox_3_e963_p927.png,imagenet_ox,id
ox_105_e963_p930.png,imagenet_ox,id
ox_65_e963_p932.png,imagenet_ox,id
ox_94_e963_p934.png,imagenet_ox,id
ox_21_e963_p965.png,imagenet_ox,id
ox_113_e963_p567.png,imagenet_ox,id
ox_106_e963_p923.png,imagenet_ox,id
ox_62_e963_p930.png,imagenet_ox,id
ox_9_e963_p941.png,imagenet_ox,id
ox_43_e963_p930.png,imagenet_ox,id
ox_38_e963_p931.png,imagenet_ox,id
ox_15_e963_p962.png,imagenet_ox,id
ox_13_e963_p809.png,imagenet_ox,id
ox_101_e963_p931.png,imagenet_ox,id
ox_46_e963_p931.png,imagenet_ox,id
ox_71_e963_p941.png,imagenet_ox,id
ox_85_e963_p987.png,imagenet_ox,Id
ox_32_e963_p930.png,imagenet_ox,id
ox_7_e963_p960.png,imagenet_ox,id
ox_108_e963_p930.png,imagenet_ox,id
ox_84_e963_p959.png,imagenet_ox,id
ox_8_e963_p415.png,imagenet_ox,id
ox_97_e963_p965.png,imagenet_ox,Id
ox_42_e963_p957.png,imagenet_ox,id
ox_79_e963_p567.png,imagenet_ox,id
ox_25_e963_p813.png,imagenet_ox,Id
ox_4_e963_p964.png,imagenet_ox,id
ox_58_e963_p964.png,imagenet_ox,id
ox_27_e963_p923.png,imagenet_ox,id
ox_44_e963_p930.png,imagenet_ox,id
ox_5_e963_p932.png,imagenet_ox,id
ox_114_e963_p931.png,imagenet_ox,id
ox_2_e963_p930.png,imagenet_ox,id
ox_19_e963_p942.png,imagenet_ox,id
ox_115_e963_p567.png,imagenet_ox,id
ox_10_e963_p930.png,imagenet_ox,id
ox_81_e963_p965.png,imagenet_ox,id
ox_103_e963_p959.png,imagenet_ox,id
ox_91_e963_p962.png,imagenet_ox,Id
ox_75_e963_p939.png,imagenet_ox,id
ox_33_e963_p941.png,imagenet_ox,id
ox_100_e963_p940.png,imagenet_ox,id
ox_50_e963_p809.png,imagenet_ox,id
ox_64_e963_p939.png,imagenet_ox,id
ox_93_e963_p930.png,imagenet_ox,id
ox_89_e963_p567.png,imagenet_ox,id
ox_16_e963_p932.png,imagenet_ox,id
ox_90_e963_p959.png,imagenet_ox,id
ox_102_e963_p567.png,imagenet_ox,id
ox_26_e963_p932.png,imagenet_ox,id
ox_11_e963_p809.png,imagenet_ox,Id
ox_72_e963_p962.png,imagenet_ox,id
ox_83_e963_p964.png,imagenet_ox,id
ox_47_e963_p940.png,imagenet_ox,id
ox_80_e963_p959.png,imagenet_ox,id
ox_57_e963_p965.png,imagenet_ox,id
ox_39_e963_p415.png,imagenet_ox,id
ox_17_e963_p923.png,imagenet_ox,id
ox_45_e963_p930.png,imagenet_ox,id
ox_55_e963_p941.png,imagenet_ox,id
ox_35_e963_p939.png,imagenet_ox,id
ox_88_e963_p941.png,imagenet_ox,id
ox_34_e963_p930.png,imagenet_ox,id
ox_99_e963_p809.png,imagenet_ox,id
ox_110_e963_p964.png,imagenet_ox,id
ox_111_e963_p965.png,imagenet_ox,id
ox_112_e963_p567.png,imagenet_ox,id
ox_96_e963_p567.png,imagenet_ox,id
ox_59_e963_p567.png,imagenet_ox,id
ox_0_e963_p567.png,imagenet_ox,Id
ox_52_e963_p567.png,imagenet_ox,id
ox_14_e963_p962.png,imagenet_ox,id
ox_69_e963_p567.png,imagenet_ox,id
ox_109_e963_p959.png,imagenet_ox,Id
ox_22_e963_p941.png,imagenet_ox,Id
ox_98_e963_p965.png,imagenet_ox,id
ox_60_e963_p941.png,imagenet_ox,Id
ox_67_e963_p941.png,imagenet_ox,id
ox_82_e963_p923.png,imagenet_ox,id
ox_28_e963_p567.png,imagenet_ox,id
ox_41_e963_p932.png,imagenet_ox,id
ox_119_e963_p959.png,imagenet_ox,Id
ox_53_e963_p942.png,imagenet_ox,id
ox_104_e963_p567.png,imagenet_ox,id
ox_12_e963_p809.png,imagenet_ox,id
ox_24_e963_p567.png,imagenet_ox,Id
ox_76_e963_p923.png,imagenet_ox,id
ox_68_e963_p930.png,imagenet_ox,Id
ox_117_e963_p932.png,imagenet_ox,ood
ox_29_e963_p930.png,imagenet_ox,id
ox_61_e963_p965.png,imagenet_ox,id
ox_107_e963_p930.png,imagenet_ox,id
ox_31_e963_p965.png,imagenet_ox,id
ox_30_e963_p931.png,imagenet_ox,id
ox_118_e963_p941.png,imagenet_ox,id
ox_6_e963_p567.png,imagenet_ox,id
ox_36_e963_p965.png,imagenet_ox,id
ox_37_e963_p930.png,imagenet_ox,id
ox_87_e963_p931.png,imagenet_ox,id
ox_48_e963_p965.png,imagenet_ox,id
ox_49_e963_p959.png,imagenet_ox,id
ox_70_e963_p930.png,imagenet_ox,id
ox_40_e963_p762.png,imagenet_ox,id
ox_66_e963_p119.png,imagenet_ox,id
ox_51_e963_p922.png,imagenet_ox,id
ox_95_e963_p930.png,imagenet_ox,id
ox_73_e963_p741.png,imagenet_ox,id
ox_18_e963_p567.png,imagenet_ox,id
ox_86_e963_p941.png,imagenet_ox,id
ox_116_e963_p959.png,imagenet_ox,id
ox_23_e963_p941.png,imagenet_ox,id
ox_77_e963_p959.png,imagenet_ox,id
ox_54_e963_p930.png,imagenet_ox,id
ox_20_e963_p567.png,imagenet_ox,Id
ox_92_e963_p941.png,imagenet_ox,id
ox_1_e963_p959.png,imagenet_ox,id
ox_74_e963_p932.png,imagenet_ox,Id
ox_56_e963_p965.png,imagenet_ox,id
sv_64_e963_p964.png,imagenet_sv,id
sv_86_e963_p930.png,imagenet_sv,id
sv_17_e963_p960.png,imagenet_sv,id
sv_46_e963_p934.png,imagenet_sv,ood
sv_56_e963_p941.png,imagenet_sv,id
sv_77_e963_p891.png,imagenet_sv,ood
sv_38_e963_p192.png,imagenet_sv,ood
sv_2_e963_p837.png,imagenet_sv,id
sv_78_e963_p443.png,imagenet_sv,id
sv_12_e963_p960.png,imagenet_sv,id
sv_85_e963_p858.png,imagenet_sv,id
sv_81_e963_p938.png,imagenet_sv,id
sv_0_e963_p599.png,imagenet_sv,ood
sv_32_e963_p923.png,imagenet_sv,id
sv_95_e963_p965.png,imagenet_sv,id
sv_39_e963_p964.png,imagenet_sv,id
sv_114_e963_p927.png,imagenet_sv,id
sv_104_e963_p643.png,imagenet_sv,id
sv_66_e963_p415.png,imagenet_sv,id
sv_72_e963_p692.png,imagenet_sv,id
sv_25_e963_p492.png,imagenet_sv,id
sv_58_e963_p917.png,imagenet_sv,id
sv_6_e963_p496.png,imagenet_sv,ood
sv_36_e963_p415.png,imagenet_sv,id
sv_28_e963_p962.png,imagenet_sv,id
sv_26_e963_p927.png,imagenet_sv,ood
sv_35_e963_p992.png,imagenet_sv,id
sv_76_e963_p909.png,imagenet_sv,ood
sv_83_e963_p619.png,imagenet_sv,ood
sv_112_e963_p611.png,imagenet_sv,id
sv_40_e963_p987.png,imagenet_sv,id
sv_100_e963_p415.png,imagenet_sv,id
sv_13_e963_p924.png,imagenet_sv,id
sv_89_e963_p945.png,imagenet_sv,id
sv_29_e963_p738.png,imagenet_sv,id
sv_119_e963_p930.png,imagenet_sv,ood
sv_49_e963_p611.png,imagenet_sv,id
sv_11_e963_p771.png,imagenet_sv,id
sv_103_e963_p960.png,imagenet_sv,ood
sv_43_e963_p957.png,imagenet_sv,id
sv_52_e963_p934.png,imagenet_sv,id
sv_23_e963_p928.png,imagenet_sv,id
sv_71_e963_p935.png,imagenet_sv,id
sv_20_e963_p883.png,imagenet_sv,ood
sv_70_e963_p891.png,imagenet_sv,id
sv_109_e963_p415.png,imagenet_sv,id
sv_24_e963_p917.png,imagenet_sv,ood
sv_118_e963_p509.png,imagenet_sv,id
sv_84_e963_p965.png,imagenet_sv,id
sv_7_e963_p809.png,imagenet_sv,id
sv_1_e963_p549.png,imagenet_sv,id
sv_10_e963_p509.png,imagenet_sv,id
sv_63_e963_p942.png,imagenet_sv,id
sv_4_e963_p962.png,imagenet_sv,id
sv_97_e963_p923.png,imagenet_sv,id
sv_94_e963_p886.png,imagenet_sv,id
sv_48_e963_p415.png,imagenet_sv,id
sv_88_e963_p496.png,imagenet_sv,id
sv_59_e963_p562.png,imagenet_sv,ood
sv_30_e963_p932.png,imagenet_sv,id
sv_47_e963_p934.png,imagenet_sv,id
sv_8_e963_p461.png,imagenet_sv,ood
sv_110_e963_p809.png,imagenet_sv,id
sv_19_e963_p300.png,imagenet_sv,ood
sv_67_e963_p996.png,imagenet_sv,id
sv_107_e963_p835.png,imagenet_sv,id
sv_15_e963_p651.png,imagenet_sv,id
sv_80_e963_p861.png,imagenet_sv,ood
sv_73_e963_p962.png,imagenet_sv,id
sv_91_e963_p709.png,imagenet_sv,id
sv_42_e963_p423.png,imagenet_sv,ood
sv_62_e963_p788.png,imagenet_sv,id
sv_27_e963_p931.png,imagenet_sv,id
sv_44_e963_p964.png,imagenet_sv,id
sv_53_e963_p960.png,imagenet_sv,ood
sv_115_e963_p549.png,imagenet_sv,id
sv_51_e963_p455.png,imagenet_sv,ood
sv_101_e963_p962.png,imagenet_sv,id
sv_90_e963_p868.png,imagenet_sv,id
sv_92_e963_p415.png,imagenet_sv,ood
sv_16_e963_p923.png,imagenet_sv,ood
sv_87_e963_p857.png,imagenet_sv,ood
sv_99_e963_p923.png,imagenet_sv,id
sv_79_e963_p934.png,imagenet_sv,id
sv_113_e963_p960.png,imagenet_sv,id
sv_69_e963_p941.png,imagenet_sv,id
sv_33_e963_p959.png,imagenet_sv,id
sv_55_e963_p959.png,imagenet_sv,id
sv_57_e963_p904.png,imagenet_sv,id
sv_65_e963_p415.png,imagenet_sv,id
sv_31_e963_p443.png,imagenet_sv,id
sv_60_e963_p962.png,imagenet_sv,id
sv_75_e963_p962.png,imagenet_sv,id
sv_22_e963_p931.png,imagenet_sv,id
sv_14_e963_p611.png,imagenet_sv,id
sv_108_e963_p539.png,imagenet_sv,id
sv_45_e963_p117.png,imagenet_sv,id
sv_5_e963_p415.png,imagenet_sv,id
sv_116_e963_p927.png,imagenet_sv,id
sv_41_e963_p928.png,imagenet_sv,ood
sv_50_e963_p941.png,imagenet_sv,id
sv_106_e963_p415.png,imagenet_sv,id
sv_117_e963_p927.png,imagenet_sv,id
sv_18_e963_p964.png,imagenet_sv,id
sv_54_e963_p443.png,imagenet_sv,id
sv_61_e963_p788.png,imagenet_sv,ood
sv_37_e963_p868.png,imagenet_sv,id
sv_34_e963_p942.png,imagenet_sv,id
sv_9_e963_p492.png,imagenet_sv,ood
sv_74_e963_p884.png,imagenet_sv,id
sv_68_e963_p415.png,imagenet_sv,id
sv_3_e963_p415.png,imagenet_sv,id
sv_105_e963_p499.png,imagenet_sv,id
sv_111_e963_p415.png,imagenet_sv,id
sv_96_e963_p868.png,imagenet_sv,ood
sv_21_e963_p960.png,imagenet_sv,ood
sv_93_e963_p927.png,imagenet_sv,id
sv_102_e963_p964.png,imagenet_sv,ood
sv_98_e963_p611.png,imagenet_sv,id
sv_82_e963_p965.png,imagenet_sv,ood
