Image_URL,Classification
https://tig-svhn-val.s3.amazonaws.com/dj_36_e5_p6.png,ood
https://tig-svhn-val.s3.amazonaws.com/dj_37_e5_p6.png,id
https://tig-svhn-val.s3.amazonaws.com/dj_38_e5_p6.png,ood
https://tig-svhn-val.s3.amazonaws.com/dj_39_e5_p2.png,ood
https://tig-svhn-val.s3.amazonaws.com/dj_3_e5_p1.png,ood
https://tig-svhn-val.s3.amazonaws.com/dj_40_e5_p9.png,ood
https://tig-svhn-val.s3.amazonaws.com/dj_41_e5_p6.png,ood
https://tig-svhn-val.s3.amazonaws.com/dj_42_e5_p9.png,ood
https://tig-svhn-val.s3.amazonaws.com/dj_43_e5_p9.png,ood
https://tig-svhn-val.s3.amazonaws.com/dj_44_e5_p8.png,ood
https://tig-svhn-val.s3.amazonaws.com/dj_45_e5_p3.png,ood
https://tig-svhn-val.s3.amazonaws.com/dj_46_e5_p9.png,id
https://tig-svhn-val.s3.amazonaws.com/dj_47_e5_p6.png,ood
https://tig-svhn-val.s3.amazonaws.com/dj_48_e5_p9.png,id
https://tig-svhn-val.s3.amazonaws.com/dj_49_e5_p9.png,ood
https://tig-svhn-val.s3.amazonaws.com/dj_4_e5_p6.png,ood
https://tig-svhn-val.s3.amazonaws.com/dj_50_e5_p3.png,ood
https://tig-svhn-val.s3.amazonaws.com/dj_51_e5_p9.png,ood
https://tig-svhn-val.s3.amazonaws.com/dj_52_e5_p6.png,ood
https://tig-svhn-val.s3.amazonaws.com/dj_53_e5_p8.png,ood
https://tig-svhn-val.s3.amazonaws.com/dj_54_e5_p3.png,id
https://tig-svhn-val.s3.amazonaws.com/dj_55_e5_p1.png,id
https://tig-svhn-val.s3.amazonaws.com/dj_56_e5_p6.png,ood
https://tig-svhn-val.s3.amazonaws.com/dj_57_e5_p2.png,ood
https://tig-svhn-val.s3.amazonaws.com/dj_58_e5_p2.png,id
https://tig-svhn-val.s3.amazonaws.com/dj_59_e5_p9.png,ood
https://tig-svhn-val.s3.amazonaws.com/dj_5_e5_p4.png,ood
https://tig-svhn-val.s3.amazonaws.com/dj_60_e5_p6.png,ood
https://tig-svhn-val.s3.amazonaws.com/dj_61_e5_p3.png,ood
https://tig-svhn-val.s3.amazonaws.com/dj_62_e5_p6.png,ood
https://tig-svhn-val.s3.amazonaws.com/dj_63_e5_p6.png,ood
https://tig-svhn-val.s3.amazonaws.com/dj_64_e5_p6.png,ood
https://tig-svhn-val.s3.amazonaws.com/dj_65_e5_p6.png,ood
https://tig-svhn-val.s3.amazonaws.com/dj_66_e5_p3.png,ood
https://tig-svhn-val.s3.amazonaws.com/dj_67_e5_p6.png,ood
https://tig-svhn-val.s3.amazonaws.com/dj_68_e5_p1.png,id
https://tig-svhn-val.s3.amazonaws.com/dj_69_e5_p6.png,ood
https://tig-svhn-val.s3.amazonaws.com/dj_6_e5_p6.png,ood
https://tig-svhn-val.s3.amazonaws.com/dj_70_e5_p3.png,ood
https://tig-svhn-val.s3.amazonaws.com/dj_71_e5_p6.png,ood
https://tig-svhn-val.s3.amazonaws.com/dj_72_e5_p8.png,ood
https://tig-svhn-val.s3.amazonaws.com/dj_73_e5_p3.png,ood
https://tig-svhn-val.s3.amazonaws.com/dj_74_e5_p6.png,ood
https://tig-svhn-val.s3.amazonaws.com/dj_75_e5_p9.png,ood
https://tig-svhn-val.s3.amazonaws.com/dj_76_e5_p3.png,ood
https://tig-svhn-val.s3.amazonaws.com/dj_77_e5_p6.png,ood
https://tig-svhn-val.s3.amazonaws.com/dj_78_e5_p7.png,ood
https://tig-svhn-val.s3.amazonaws.com/dj_79_e5_p6.png,ood
https://tig-svhn-val.s3.amazonaws.com/dj_7_e5_p6.png,id
https://tig-svhn-val.s3.amazonaws.com/dj_80_e5_p6.png,ood
https://tig-svhn-val.s3.amazonaws.com/dj_81_e5_p7.png,ood
https://tig-svhn-val.s3.amazonaws.com/dj_82_e5_p6.png,ood
https://tig-svhn-val.s3.amazonaws.com/dj_83_e5_p2.png,ood
https://tig-svhn-val.s3.amazonaws.com/dj_84_e5_p2.png,id
https://tig-svhn-val.s3.amazonaws.com/dj_85_e5_p6.png,ood
https://tig-svhn-val.s3.amazonaws.com/dj_86_e5_p6.png,ood
https://tig-svhn-val.s3.amazonaws.com/dj_87_e5_p2.png,ood
https://tig-svhn-val.s3.amazonaws.com/dj_88_e5_p9.png,ood
https://tig-svhn-val.s3.amazonaws.com/dj_89_e5_p2.png,id
https://tig-svhn-val.s3.amazonaws.com/dj_8_e5_p6.png,ood
https://tig-svhn-val.s3.amazonaws.com/dj_90_e5_p7.png,ood
https://tig-svhn-val.s3.amazonaws.com/dj_91_e5_p4.png,ood
https://tig-svhn-val.s3.amazonaws.com/dj_92_e5_p8.png,ood
https://tig-svhn-val.s3.amazonaws.com/dj_93_e5_p9.png,ood
https://tig-svhn-val.s3.amazonaws.com/dj_94_e5_p7.png,id
https://tig-svhn-val.s3.amazonaws.com/dj_95_e5_p2.png,ood
https://tig-svhn-val.s3.amazonaws.com/dj_96_e5_p2.png,ood
https://tig-svhn-val.s3.amazonaws.com/dj_97_e5_p8.png,ood
https://tig-svhn-val.s3.amazonaws.com/dj_98_e5_p8.png,ood
https://tig-svhn-val.s3.amazonaws.com/dj_99_e5_p6.png,ood
https://tig-svhn-val.s3.amazonaws.com/dj_9_e5_p9.png,ood
https://tig-svhn-val.s3.amazonaws.com/dlf_0_e5_p3.png,ood
https://tig-svhn-val.s3.amazonaws.com/dlf_10_e5_p6.png,ood
https://tig-svhn-val.s3.amazonaws.com/dlf_11_e5_p6.png,id
https://tig-svhn-val.s3.amazonaws.com/dlf_12_e5_p6.png,id
https://tig-svhn-val.s3.amazonaws.com/dlf_13_e5_p4.png,ood
https://tig-svhn-val.s3.amazonaws.com/dlf_14_e5_p6.png,id
https://tig-svhn-val.s3.amazonaws.com/dlf_15_e5_p6.png,id
https://tig-svhn-val.s3.amazonaws.com/dlf_16_e5_p9.png,ood
https://tig-svhn-val.s3.amazonaws.com/dlf_17_e5_p6.png,id
https://tig-svhn-val.s3.amazonaws.com/dlf_18_e5_p8.png,id
https://tig-svhn-val.s3.amazonaws.com/dlf_19_e5_p3.png,id
https://tig-svhn-val.s3.amazonaws.com/dlf_1_e5_p6.png,id
https://tig-svhn-val.s3.amazonaws.com/dlf_20_e5_p6.png,id
https://tig-svhn-val.s3.amazonaws.com/dlf_21_e5_p6.png,ood
https://tig-svhn-val.s3.amazonaws.com/dlf_22_e5_p6.png,id
https://tig-svhn-val.s3.amazonaws.com/dlf_23_e5_p3.png,id
https://tig-svhn-val.s3.amazonaws.com/dlf_24_e5_p9.png,ood
https://tig-svhn-val.s3.amazonaws.com/dlf_25_e5_p7.png,ood
https://tig-svhn-val.s3.amazonaws.com/dlf_26_e5_p0.png,id
https://tig-svhn-val.s3.amazonaws.com/dlf_27_e5_p3.png,ood
https://tig-svhn-val.s3.amazonaws.com/dlf_28_e5_p6.png,id
https://tig-svhn-val.s3.amazonaws.com/dlf_29_e5_p6.png,id
https://tig-svhn-val.s3.amazonaws.com/dlf_2_e5_p6.png,id
https://tig-svhn-val.s3.amazonaws.com/dlf_30_e5_p6.png,ood
https://tig-svhn-val.s3.amazonaws.com/dlf_31_e5_p3.png,ood
https://tig-svhn-val.s3.amazonaws.com/dlf_32_e5_p6.png,id
https://tig-svhn-val.s3.amazonaws.com/dlf_33_e5_p9.png,ood
https://tig-svhn-val.s3.amazonaws.com/dlf_34_e5_p9.png,ood
https://tig-svhn-val.s3.amazonaws.com/dlf_35_e5_p9.png,id
https://tig-svhn-val.s3.amazonaws.com/dlf_36_e5_p3.png,id
https://tig-svhn-val.s3.amazonaws.com/dlf_37_e5_p3.png,id
https://tig-svhn-val.s3.amazonaws.com/dlf_38_e5_p7.png,ood
https://tig-svhn-val.s3.amazonaws.com/dlf_39_e5_p6.png,id
https://tig-svhn-val.s3.amazonaws.com/dlf_3_e5_p6.png,id
https://tig-svhn-val.s3.amazonaws.com/dlf_40_e5_p9.png,id
https://tig-svhn-val.s3.amazonaws.com/dlf_41_e5_p6.png,id
https://tig-svhn-val.s3.amazonaws.com/dlf_42_e5_p6.png,id
https://tig-svhn-val.s3.amazonaws.com/dlf_43_e5_p3.png,id
https://tig-svhn-val.s3.amazonaws.com/dlf_44_e5_p9.png,id
https://tig-svhn-val.s3.amazonaws.com/dlf_45_e5_p3.png,id
https://tig-svhn-val.s3.amazonaws.com/dlf_46_e5_p3.png,id
https://tig-svhn-val.s3.amazonaws.com/dlf_47_e5_p2.png,id
https://tig-svhn-val.s3.amazonaws.com/dlf_48_e5_p3.png,id
https://tig-svhn-val.s3.amazonaws.com/dlf_49_e5_p9.png,ood
https://tig-svhn-val.s3.amazonaws.com/dlf_4_e5_p3.png,ood
https://tig-svhn-val.s3.amazonaws.com/dlf_50_e5_p4.png,ood
https://tig-svhn-val.s3.amazonaws.com/dlf_51_e5_p6.png,id
https://tig-svhn-val.s3.amazonaws.com/dlf_52_e5_p6.png,id
https://tig-svhn-val.s3.amazonaws.com/dlf_53_e5_p3.png,id
https://tig-svhn-val.s3.amazonaws.com/dlf_54_e5_p8.png,ood
https://tig-svhn-val.s3.amazonaws.com/dlf_55_e5_p3.png,id
https://tig-svhn-val.s3.amazonaws.com/dlf_56_e5_p3.png,ood
https://tig-svhn-val.s3.amazonaws.com/dlf_57_e5_p3.png,ood
https://tig-svhn-val.s3.amazonaws.com/dlf_58_e5_p9.png,ood
https://tig-svhn-val.s3.amazonaws.com/dlf_59_e5_p6.png,id
https://tig-svhn-val.s3.amazonaws.com/dlf_5_e5_p6.png,id
https://tig-svhn-val.s3.amazonaws.com/dlf_60_e5_p6.png,id
https://tig-svhn-val.s3.amazonaws.com/dlf_61_e5_p6.png,id
https://tig-svhn-val.s3.amazonaws.com/dlf_62_e5_p6.png,id
https://tig-svhn-val.s3.amazonaws.com/dlf_63_e5_p6.png,id
https://tig-svhn-val.s3.amazonaws.com/dlf_64_e5_p6.png,id
https://tig-svhn-val.s3.amazonaws.com/dlf_65_e5_p3.png,id
https://tig-svhn-val.s3.amazonaws.com/dlf_66_e5_p6.png,id
https://tig-svhn-val.s3.amazonaws.com/dlf_67_e5_p9.png,ood
https://tig-svhn-val.s3.amazonaws.com/dlf_68_e5_p9.png,id
https://tig-svhn-val.s3.amazonaws.com/dlf_69_e5_p3.png,id
https://tig-svhn-val.s3.amazonaws.com/dlf_6_e5_p6.png,id
https://tig-svhn-val.s3.amazonaws.com/dlf_70_e5_p6.png,id
https://tig-svhn-val.s3.amazonaws.com/dlf_71_e5_p7.png,ood
https://tig-svhn-val.s3.amazonaws.com/dlf_72_e5_p6.png,id
https://tig-svhn-val.s3.amazonaws.com/dlf_73_e5_p3.png,id
https://tig-svhn-val.s3.amazonaws.com/dlf_74_e5_p3.png,ood
https://tig-svhn-val.s3.amazonaws.com/dlf_75_e5_p3.png,id
https://tig-svhn-val.s3.amazonaws.com/dlf_76_e5_p3.png,id
https://tig-svhn-val.s3.amazonaws.com/dlf_77_e5_p3.png,id
https://tig-svhn-val.s3.amazonaws.com/dlf_78_e5_p7.png,ood
https://tig-svhn-val.s3.amazonaws.com/dlf_79_e5_p6.png,id
https://tig-svhn-val.s3.amazonaws.com/dlf_7_e5_p6.png,id
https://tig-svhn-val.s3.amazonaws.com/dlf_80_e5_p6.png,id
https://tig-svhn-val.s3.amazonaws.com/dlf_81_e5_p9.png,ood
https://tig-svhn-val.s3.amazonaws.com/dlf_82_e5_p3.png,id
https://tig-svhn-val.s3.amazonaws.com/dlf_83_e5_p9.png,id
https://tig-svhn-val.s3.amazonaws.com/dlf_84_e5_p8.png,ood
https://tig-svhn-val.s3.amazonaws.com/dlf_85_e5_p6.png,id
https://tig-svhn-val.s3.amazonaws.com/dlf_86_e5_p6.png,id
https://tig-svhn-val.s3.amazonaws.com/dlf_87_e5_p0.png,ood
https://tig-svhn-val.s3.amazonaws.com/dlf_88_e5_p3.png,id
https://tig-svhn-val.s3.amazonaws.com/dlf_89_e5_p9.png,ood
https://tig-svhn-val.s3.amazonaws.com/dlf_8_e5_p6.png,id
https://tig-svhn-val.s3.amazonaws.com/dlf_90_e5_p0.png,id
https://tig-svhn-val.s3.amazonaws.com/dlf_91_e5_p8.png,ood
https://tig-svhn-val.s3.amazonaws.com/dlf_92_e5_p6.png,id
https://tig-svhn-val.s3.amazonaws.com/dlf_93_e5_p9.png,ood
https://tig-svhn-val.s3.amazonaws.com/dlf_94_e5_p6.png,id
https://tig-svhn-val.s3.amazonaws.com/dlf_95_e5_p7.png,ood
https://tig-svhn-val.s3.amazonaws.com/dlf_96_e5_p3.png,ood
https://tig-svhn-val.s3.amazonaws.com/dlf_97_e5_p3.png,id
https://tig-svhn-val.s3.amazonaws.com/dlf_98_e5_p6.png,id
https://tig-svhn-val.s3.amazonaws.com/dlf_99_e5_p9.png,ood
https://tig-svhn-val.s3.amazonaws.com/dlf_9_e5_p0.png,ood
https://tig-svhn-val.s3.amazonaws.com/dx_0_occl_e5_p3.png,id
https://tig-svhn-val.s3.amazonaws.com/dx_10_occl_e5_p3.png,ood
https://tig-svhn-val.s3.amazonaws.com/dx_11_occl_e5_p3.png,ood
https://tig-svhn-val.s3.amazonaws.com/dx_12_occl_e5_p3.png,id
https://tig-svhn-val.s3.amazonaws.com/dx_13_occl_e5_p6.png,id
https://tig-svhn-val.s3.amazonaws.com/dx_14_occl_e5_p3.png,id
https://tig-svhn-val.s3.amazonaws.com/dx_15_occl_e5_p3.png,id
https://tig-svhn-val.s3.amazonaws.com/dx_16_occl_e5_p3.png,id
https://tig-svhn-val.s3.amazonaws.com/dx_17_occl_e5_p2.png,id
https://tig-svhn-val.s3.amazonaws.com/dx_18_occl_e5_p3.png,ood
https://tig-svhn-val.s3.amazonaws.com/dx_19_occl_e5_p7.png,id
https://tig-svhn-val.s3.amazonaws.com/dx_1_occl_e5_p3.png,ood
https://tig-svhn-val.s3.amazonaws.com/dx_20_occl_e5_p3.png,id
https://tig-svhn-val.s3.amazonaws.com/dx_21_occl_e5_p3.png,id
https://tig-svhn-val.s3.amazonaws.com/dx_22_occl_e5_p3.png,id
https://tig-svhn-val.s3.amazonaws.com/dx_23_occl_e5_p3.png,ood
https://tig-svhn-val.s3.amazonaws.com/dx_24_occl_e5_p3.png,ood
https://tig-svhn-val.s3.amazonaws.com/dx_25_occl_e5_p3.png,id
https://tig-svhn-val.s3.amazonaws.com/dx_26_occl_e5_p3.png,id
https://tig-svhn-val.s3.amazonaws.com/dx_27_occl_e5_p3.png,id
https://tig-svhn-val.s3.amazonaws.com/dx_28_occl_e5_p3.png,id
https://tig-svhn-val.s3.amazonaws.com/dx_29_occl_e5_p3.png,id
https://tig-svhn-val.s3.amazonaws.com/dx_2_occl_e5_p7.png,id
https://tig-svhn-val.s3.amazonaws.com/dx_30_occl_e5_p3.png,id
https://tig-svhn-val.s3.amazonaws.com/dx_31_occl_e5_p3.png,id
https://tig-svhn-val.s3.amazonaws.com/dx_32_occl_e5_p2.png,id
https://tig-svhn-val.s3.amazonaws.com/dx_33_occl_e5_p3.png,id
https://tig-svhn-val.s3.amazonaws.com/dx_34_occl_e5_p3.png,id
https://tig-svhn-val.s3.amazonaws.com/dx_35_occl_e5_p3.png,id
https://tig-svhn-val.s3.amazonaws.com/dx_36_occl_e5_p6.png,id
https://tig-svhn-val.s3.amazonaws.com/dx_37_occl_e5_p3.png,ood
https://tig-svhn-val.s3.amazonaws.com/dx_38_occl_e5_p3.png,id
https://tig-svhn-val.s3.amazonaws.com/dx_39_occl_e5_p3.png,id
https://tig-svhn-val.s3.amazonaws.com/dx_3_occl_e5_p3.png,id
https://tig-svhn-val.s3.amazonaws.com/dx_40_occl_e5_p3.png,id
https://tig-svhn-val.s3.amazonaws.com/dx_41_occl_e5_p3.png,ood
https://tig-svhn-val.s3.amazonaws.com/dx_42_occl_e5_p3.png,id
https://tig-svhn-val.s3.amazonaws.com/dx_43_blackout_e5_p4.png,ood
https://tig-svhn-val.s3.amazonaws.com/dx_44_blackout_e5_p8.png,ood
https://tig-svhn-val.s3.amazonaws.com/dx_45_blackout_e5_p3.png,ood
https://tig-svhn-val.s3.amazonaws.com/dx_46_blackout_e5_p2.png,ood
https://tig-svhn-val.s3.amazonaws.com/dx_47_blackout_e5_p6.png,ood
https://tig-svhn-val.s3.amazonaws.com/dx_48_blackout_e5_p6.png,ood
https://tig-svhn-val.s3.amazonaws.com/dx_49_blackout_e5_p9.png,ood
https://tig-svhn-val.s3.amazonaws.com/dx_4_occl_e5_p6.png,id
https://tig-svhn-val.s3.amazonaws.com/dx_50_blackout_e5_p4.png,ood
https://tig-svhn-val.s3.amazonaws.com/dx_51_blackout_e5_p6.png,id
https://tig-svhn-val.s3.amazonaws.com/dx_52_blackout_e5_p6.png,ood
https://tig-svhn-val.s3.amazonaws.com/dx_53_blackout_e5_p6.png,ood
https://tig-svhn-val.s3.amazonaws.com/dx_54_blackout_e5_p1.png,id
https://tig-svhn-val.s3.amazonaws.com/dx_55_blackout_e5_p3.png,ood
https://tig-svhn-val.s3.amazonaws.com/dx_56_blackout_e5_p3.png,id
https://tig-svhn-val.s3.amazonaws.com/dx_57_blackout_e5_p8.png,ood
https://tig-svhn-val.s3.amazonaws.com/dx_58_blackout_e5_p6.png,ood
https://tig-svhn-val.s3.amazonaws.com/dx_59_blackout_e5_p8.png,ood
https://tig-svhn-val.s3.amazonaws.com/dx_5_occl_e5_p3.png,id
https://tig-svhn-val.s3.amazonaws.com/dx_60_blackout_e5_p8.png,ood
https://tig-svhn-val.s3.amazonaws.com/dx_61_blackout_e5_p3.png,ood
https://tig-svhn-val.s3.amazonaws.com/dx_62_blackout_e5_p3.png,ood
https://tig-svhn-val.s3.amazonaws.com/dx_63_blackout_e5_p6.png,ood
https://tig-svhn-val.s3.amazonaws.com/dx_64_blackout_e5_p3.png,ood
https://tig-svhn-val.s3.amazonaws.com/dx_65_blackout_e5_p6.png,id
https://tig-svhn-val.s3.amazonaws.com/dx_66_blackout_e5_p3.png,id
https://tig-svhn-val.s3.amazonaws.com/dx_67_blackout_e5_p2.png,ood
https://tig-svhn-val.s3.amazonaws.com/dx_68_blackout_e5_p6.png,ood
https://tig-svhn-val.s3.amazonaws.com/dx_69_blackout_e5_p6.png,id
https://tig-svhn-val.s3.amazonaws.com/dx_6_occl_e5_p3.png,id
https://tig-svhn-val.s3.amazonaws.com/dx_70_blackout_e5_p6.png,id
https://tig-svhn-val.s3.amazonaws.com/dx_71_blackout_e5_p3.png,id
https://tig-svhn-val.s3.amazonaws.com/dx_72_blackout_e5_p6.png,ood
https://tig-svhn-val.s3.amazonaws.com/dx_73_blackout_e5_p3.png,id
https://tig-svhn-val.s3.amazonaws.com/dx_74_blackout_e5_p6.png,id
https://tig-svhn-val.s3.amazonaws.com/dx_75_blackout_e5_p7.png,ood
https://tig-svhn-val.s3.amazonaws.com/dx_76_blackout_e5_p8.png,ood
https://tig-svhn-val.s3.amazonaws.com/dx_77_light_e5_p3.png,ood
https://tig-svhn-val.s3.amazonaws.com/dx_78_light_e5_p3.png,id
https://tig-svhn-val.s3.amazonaws.com/dx_79_light_e5_p6.png,id
https://tig-svhn-val.s3.amazonaws.com/dx_7_occl_e5_p3.png,ood
https://tig-svhn-val.s3.amazonaws.com/dx_80_light_e5_p3.png,id
https://tig-svhn-val.s3.amazonaws.com/dx_81_light_e5_p4.png,id
https://tig-svhn-val.s3.amazonaws.com/dx_82_light_e5_p9.png,ood
https://tig-svhn-val.s3.amazonaws.com/dx_83_light_e5_p4.png,ood
https://tig-svhn-val.s3.amazonaws.com/dx_84_light_e5_p9.png,ood
https://tig-svhn-val.s3.amazonaws.com/dx_85_light_e5_p4.png,id
https://tig-svhn-val.s3.amazonaws.com/dx_86_light_e5_p3.png,ood
https://tig-svhn-val.s3.amazonaws.com/dx_87_light_e5_p3.png,ood
https://tig-svhn-val.s3.amazonaws.com/dx_88_light_e5_p8.png,id
https://tig-svhn-val.s3.amazonaws.com/dx_89_light_e5_p2.png,id
https://tig-svhn-val.s3.amazonaws.com/dx_8_occl_e5_p3.png,ood
https://tig-svhn-val.s3.amazonaws.com/dx_90_light_e5_p3.png,id
https://tig-svhn-val.s3.amazonaws.com/dx_91_light_e5_p8.png,ood
https://tig-svhn-val.s3.amazonaws.com/dx_92_light_e5_p8.png,id
https://tig-svhn-val.s3.amazonaws.com/dx_93_light_e5_p3.png,id
https://tig-svhn-val.s3.amazonaws.com/dx_94_light_e5_p3.png,id
https://tig-svhn-val.s3.amazonaws.com/dx_95_light_e5_p3.png,ood
https://tig-svhn-val.s3.amazonaws.com/dx_96_light_e5_p1.png,id
https://tig-svhn-val.s3.amazonaws.com/dx_97_light_e5_p7.png,ood
https://tig-svhn-val.s3.amazonaws.com/dx_98_light_e5_p9.png,ood
https://tig-svhn-val.s3.amazonaws.com/dx_99_light_e5_p3.png,id
https://tig-svhn-val.s3.amazonaws.com/dx_9_occl_e5_p3.png,id
https://tig-svhn-val.s3.amazonaws.com/ox_0_e5_p1.png,id
https://tig-svhn-val.s3.amazonaws.com/ox_10_e5_p6.png,id
https://tig-svhn-val.s3.amazonaws.com/ox_11_e5_p6.png,id
https://tig-svhn-val.s3.amazonaws.com/ox_12_e5_p6.png,ood
https://tig-svhn-val.s3.amazonaws.com/ox_13_e5_p2.png,ood
https://tig-svhn-val.s3.amazonaws.com/ox_14_e5_p9.png,id
https://tig-svhn-val.s3.amazonaws.com/ox_15_e5_p3.png,ood
https://tig-svhn-val.s3.amazonaws.com/ox_16_e5_p3.png,id
https://tig-svhn-val.s3.amazonaws.com/ox_17_e5_p6.png,id
https://tig-svhn-val.s3.amazonaws.com/ox_18_e5_p7.png,ood
https://tig-svhn-val.s3.amazonaws.com/ox_19_e5_p0.png,ood
https://tig-svhn-val.s3.amazonaws.com/ox_1_e5_p3.png,ood
https://tig-svhn-val.s3.amazonaws.com/ox_20_e5_p6.png,id
https://tig-svhn-val.s3.amazonaws.com/ox_21_e5_p6.png,id
https://tig-svhn-val.s3.amazonaws.com/ox_22_e5_p8.png,ood
https://tig-svhn-val.s3.amazonaws.com/ox_23_e5_p9.png,id
https://tig-svhn-val.s3.amazonaws.com/ox_24_e5_p6.png,id
https://tig-svhn-val.s3.amazonaws.com/ox_25_e5_p6.png,id
https://tig-svhn-val.s3.amazonaws.com/ox_26_e5_p3.png,id
https://tig-svhn-val.s3.amazonaws.com/ox_27_e5_p4.png,ood
https://tig-svhn-val.s3.amazonaws.com/ox_28_e5_p6.png,ood
https://tig-svhn-val.s3.amazonaws.com/ox_29_e5_p3.png,id
https://tig-svhn-val.s3.amazonaws.com/ox_2_e5_p8.png,ood
https://tig-svhn-val.s3.amazonaws.com/ox_30_e5_p3.png,ood
https://tig-svhn-val.s3.amazonaws.com/ox_31_e5_p6.png,ood
https://tig-svhn-val.s3.amazonaws.com/ox_32_e5_p6.png,ood
https://tig-svhn-val.s3.amazonaws.com/ox_33_e5_p9.png,id
https://tig-svhn-val.s3.amazonaws.com/ox_34_e5_p6.png,id
https://tig-svhn-val.s3.amazonaws.com/ox_35_e5_p3.png,ood
https://tig-svhn-val.s3.amazonaws.com/ox_36_e5_p6.png,id
https://tig-svhn-val.s3.amazonaws.com/ox_37_e5_p6.png,id
https://tig-svhn-val.s3.amazonaws.com/ox_38_e5_p3.png,id
https://tig-svhn-val.s3.amazonaws.com/ox_39_e5_p3.png,ood
https://tig-svhn-val.s3.amazonaws.com/ox_3_e5_p6.png,ood
https://tig-svhn-val.s3.amazonaws.com/ox_40_e5_p6.png,ood
https://tig-svhn-val.s3.amazonaws.com/ox_41_e5_p7.png,ood
https://tig-svhn-val.s3.amazonaws.com/ox_42_e5_p6.png,ood
https://tig-svhn-val.s3.amazonaws.com/ox_43_e5_p6.png,id
https://tig-svhn-val.s3.amazonaws.com/ox_44_e5_p3.png,id
https://tig-svhn-val.s3.amazonaws.com/ox_45_e5_p1.png,id
https://tig-svhn-val.s3.amazonaws.com/ox_46_e5_p6.png,ood
https://tig-svhn-val.s3.amazonaws.com/ox_47_e5_p6.png,id
https://tig-svhn-val.s3.amazonaws.com/ox_48_e5_p6.png,id
https://tig-svhn-val.s3.amazonaws.com/ox_49_e5_p7.png,id
https://tig-svhn-val.s3.amazonaws.com/ox_4_e5_p9.png,id
https://tig-svhn-val.s3.amazonaws.com/ox_50_e5_p3.png,ood
https://tig-svhn-val.s3.amazonaws.com/ox_51_e5_p6.png,ood
https://tig-svhn-val.s3.amazonaws.com/ox_52_e5_p9.png,id
https://tig-svhn-val.s3.amazonaws.com/ox_53_e5_p6.png,id
https://tig-svhn-val.s3.amazonaws.com/ox_54_e5_p6.png,ood
https://tig-svhn-val.s3.amazonaws.com/ox_55_e5_p3.png,id
https://tig-svhn-val.s3.amazonaws.com/ox_56_e5_p6.png,id
https://tig-svhn-val.s3.amazonaws.com/ox_57_e5_p9.png,ood
https://tig-svhn-val.s3.amazonaws.com/ox_58_e5_p3.png,id
https://tig-svhn-val.s3.amazonaws.com/ox_59_e5_p9.png,id
https://tig-svhn-val.s3.amazonaws.com/ox_5_e5_p6.png,ood
https://tig-svhn-val.s3.amazonaws.com/ox_60_e5_p7.png,ood
https://tig-svhn-val.s3.amazonaws.com/ox_61_e5_p6.png,ood
https://tig-svhn-val.s3.amazonaws.com/ox_62_e5_p6.png,id
https://tig-svhn-val.s3.amazonaws.com/ox_63_e5_p2.png,ood
https://tig-svhn-val.s3.amazonaws.com/ox_64_e5_p9.png,id
